grid_id,n,pd,mpd,raoq,fd,fdr
35212,27,1562.327606003,211.02030942472365,17.734063467453392,9.540323514943548,1.3257004013099227
29632,13,1016.5434270000001,220.09037323076925,18.893134341195474,0.21828505841111098,0.8267572293387696
33897,13,985.912429,213.72831143589744,16.770791789750273,0.12682389405532826,0.7725029302788848
9050,6,275.118366,99.62678853333334,5.708661363737091,NA,NA
7302,2,14.684863,14.684863,1.6806815829169999,NA,NA
20812,99,4221.432635,357.1355821933622,22.62706283810267,501.9786479878719,2.1756330901391276
18242,41,2443.079773,285.2080779780488,16.29125730082047,34.85875353270948,1.5587949197264328
11651,5,773.385366,332.4797968,13.880973586474608,NA,NA
7381,5,239.195858,97.12183279999999,4.180130884940515,NA,NA
43330,1597,29014.3462051236,234.76085955594706,13.365099970724401,5086.349370986574,2.9060345507731933
17107,72,4031.957504,293.58623913536775,19.56218464823285,370.0532860731854,2.094271743472049
13765,13,1132.110353,288.2377534102564,12.438504463840315,0.007381032988399547,0.5413955020389606
9919,7,931.011638,376.66697085714287,16.502383004321796,NA,NA
12385,16,1490.852374,415.1985148,19.72458961796805,1.4311198198132213,1.0458261566242923
55871,130,6384.3975000122,241.8658191574924,19.447961298652835,796.1421631037961,2.304750023390157
9320,27,2145.260992,377.8192525982906,20.871353363986547,11.337825892953406,1.3546160685859596
61484,63,4845.02289,277.7387995924219,19.730921121319746,333.04454020357826,2.0668682303159414
8925,1,0,0,0,NA,NA
27082,22,2200.213861,263.8195337922078,16.6457019125798,8.39634696549552,1.3047019068013221
14578,23,1600.563212,309.46651868774705,16.44369987119668,3.2259484929697217,1.1576630681527613
9057,7,931.0293379999999,376.6686565714286,16.963057469946968,NA,NA
32194,12,1065.017562,220.7869221060606,21.02786181784516,0.23039331661350293,0.8323552719137066
22418,114,5643.224434,357.5839772468561,17.57606314538109,377.8001338884377,2.099702490876988
11260,16,1219.973733,322.3707919666667,12.318199957890767,0.09025849986901743,0.7403481813499952
10456,4,231.81992799999998,115.910159,4.339664510300396,NA,NA
49061,60,3687.061680018,229.038747860487,18.607855114118813,197.40966122356693,1.9360699773397856
13883,18,1352.424062,378.7187842614379,16.3616394857842,0.1517129876267458,0.7900013712203681
31884,552,17352.77014377,260.1248564509046,16.234295630919114,3787.665885123642,2.8008926105587943
25764,21,2174.717721,265.6869240095238,18.683946476239395,15.744644709101724,1.41137236017269
32227,10,1071.162143,235.7432216,18.76190390495904,0.06469445141398485,0.7101635524025547
15228,8,1043.809504,380.49345821428574,14.4917618519186,NA,NA
44204,1135,23052.195114619,232.27428658754857,12.578799344914795,3027.1636989557855,2.723513224132372
49494,79,4721.947852015,238.17314113962027,17.412592377168142,334.1049133929014,2.067689668817545
12490,2,231.57112999999998,231.57112999999998,5.221089325338438,NA,NA
29254,132,6404.6209810366,238.10409875836163,18.284340945715154,904.5208126143011,2.3418135822415027
54792,59,2142.747054,180.87407633430743,19.992764063303966,126.52162886974033,1.8313468121610779
13728,12,1135.2558729999998,315.80697743939396,15.01414692114504,0.020720931084639464,0.6159580824342158
22969,132,5445.1391889999995,394.60197773247745,24.439546469534612,975.3747936045369,2.363994386830451
39967,177,8247.0317750182,232.86385761647426,14.900612747706766,810.6781408204739,2.3099685010607627
48531,746,18800.818448568,235.61282294426348,14.178523543552945,3097.576183598294,2.7313524816645485
8532,6,898.05964,411.3542953333333,19.325037844873574,NA,NA
20606,10,903.0223060000001,224.1575629111111,18.562946154717725,0.022420511969324826,0.6220577292337942
18259,46,2129.301626,351.0813207700483,16.470309241812995,26.72998862340136,1.5079080049764673
7399,7,773.634163,243.756518,10.410828219133768,NA,NA
27102,7,1114.950666,420.36246095238096,25.20305156806644,NA,NA
63027,101,4660.508754,261.7122738388119,24.746768309063626,1123.37305263113,2.4061101227517225
51232,270,9854.2568805486,237.2171661806161,17.47408922711568,1949.7815355140167,2.5777942116544095
12583,19,1437.31514,372.83081378947367,16.423339393049453,0.5729387999993283,0.9327462877546675
17839,30,1716.117508,354.902546737931,15.776542287056975,5.957803956890431,1.2499302424238947
10005,10,890.280673,218.50995166666667,10.70267410301212,5.115224767523336e-4,0.38780025491413367
27104,6,1094.5740289999999,369.09054173333334,24.02774292975111,NA,NA
11396,1,0,0,0,NA,NA
18847,34,2625.540486,266.4275745882353,20.68854032089792,98.25241411120128,1.7743647609083542
31657,376,14210.0786920544,247.24138339068654,18.05462513524073,3733.066695239268,2.795813635397034
16988,30,1823.461292,337.54025439310345,14.696387388371825,4.729939268317665,1.2143865417094846
9263,3,765.885621,510.590414,16.06015331056675,NA,NA
28802,11,882.275397,221.88780574545456,20.79055028023529,0.2082643698126641,0.8219149349841074
15919,14,1224.294335,347.5129891978022,16.831888832975874,0.6450911408343613,0.9466787631808414
14799,12,1027.260069,338.3456845,14.65490124836901,0.02363829103535188,0.6261840618811875
26874,98,5260.743593003,324.1307427768338,24.03171669625492,1072.8300900490285,2.3923040099296937
23219,10,1058.114027,281.0131181333333,18.722904088065377,4.379974455563536e-5,0.2852226083747152
51231,233,8689.6130355416,234.7287536725859,17.704040060854645,1883.3731239208405,2.5666523387592233
14331,29,1597.220318,297.0742957093596,12.745115001412497,1.8465578781836576,1.0796807682117053
6381,3,231.72844299999997,154.48562866666663,5.844808561886341,NA,NA
32625,10,862.565298,213.07715513333332,20.395050028577703,0.022709011467466077,0.6230526947298544
23538,184,7777.596562005,340.77575309912777,22.68171255901543,3605.2013511025007,2.7836600114228527
52408,67,4760.399097003,277.03210730809496,19.538345449148835,333.23800945204147,2.067018275506614
19556,105,4029.371853,320.10079802454214,18.723992042167446,503.29457884381145,2.1763451982482995
13752,17,1183.583925,286.8748771029412,14.094658785613426,0.2049706576157928,0.8202787516462176
29691,147,7817.3153790336,239.64458567001265,17.50248752274279,1022.3754709981939,2.3779422466899023
17356,79,3190.016306,372.54727246802986,20.810854783592422,131.22596296015527,1.8397231404789227
17843,33,1918.73218,366.33353018181816,16.653131511534923,13.13524517854844,1.379763884202999
39878,591,17235.9302700722,236.83989378670793,15.138965746479798,3839.4582063006565,2.8056516181727953
27968,23,2037.394628,393.27681030830036,21.294750330945767,6.133051560362414,1.2544679697389265
10413,15,994.600407,228.37879830476192,10.027634818056596,0.01605275984567265,0.5966143755503558
53948,67,2911.634909003,212.67323075902215,23.679494849057278,295.6567160983178,2.036331449317229
14608,19,1296.742592,279.0736358245614,13.55713120594996,0.3535323216528886,0.8781195388590534
26444,71,4769.422383003,304.35737325481284,21.398382232016974,638.4091422128041,2.242009183626931
7425,2,14.684863,14.684863,1.1607520509627296,NA,NA
43429,777,18605.208037585,230.14733413080558,13.279890801154728,1769.4141667502588,2.5467052729815074
6952,3,14.842176,9.894784000000001,2.3611119906175504,NA,NA
15824,53,2857.01205,273.4049275544267,18.068802939574386,108.50255019740959,1.7965114653571632
19729,5,503.68263,217.6393064,12.172807012513017,NA,NA
15877,27,1711.4782500000001,359.253876005698,19.220614685410933,7.126698574824102,1.27823601192883
8249,7,811.549011,257.50948038095237,12.906583201088303,NA,NA
15497,9,1149.09306,419.5659696111111,17.16380647073568,0.006929787154198117,0.5371430822927891
21262,43,2686.557137,303.8340642812846,21.77814867930172,151.57950861952602,1.8731823709381104
33531,26,2453.307885,254.49032906153846,20.217863422860514,21.64389422941619,1.468645318878069
27476,20,1747.424257,232.22407308421052,18.56345578115703,8.308076352974629,1.3029794308619074
19297,6,506.794328,197.26621673333332,11.867980913283056,NA,NA
16102,15,1178.195434,379.92324965714283,15.707918456011644,0.16162985512960915,0.7962788818944304
10449,7,773.611378,243.754348,10.158813170271543,NA,NA
44850,625,18957.1553881082,248.98018662894623,17.157822544538607,6185.637776010634,2.9779888034818156
51797,209,8986.474150024,237.4964934856916,21.660430928373213,2518.8465919255746,2.661645516521989
55693,271,9640.8299910324,234.4230976829506,22.248180411906684,3847.58013368467,2.8063928112046823
21285,204,6966.163198,308.12872863281177,18.748020681620975,1358.2093999129447,2.463887314045842
13026,24,1353.696416,311.4600409021739,13.894776770434863,1.0287873834257963,1.0035539015654305
25156,113,5843.204476006,269.67482898778,19.285906140576113,974.5798964879843,2.3637534790948496
15650,21,1467.21956,374.6232527333333,14.405786438037069,0.8148549847675266,0.9747315889230616
17542,65,3527.30171,277.3874957355769,18.418522753683575,231.66241276076488,1.975181216469058
10739,14,1055.03222,237.25129478021978,12.091013083251037,0.011415926290393296,0.5717272528865243
8722,4,239.07087399999998,120.73295683333332,4.890248942743457,NA,NA
13091,4,766.0106049999999,402.282066,15.068433117628706,NA,NA
27005,7,635.086325,223.62273685714285,17.8607677183497,NA,NA
22341,33,2331.4775720000002,267.5814423977273,18.918376503819136,48.41220162825661,1.6241246361842745
9912,5,766.167918,329.5992834,13.844093971763458,NA,NA
44195,1552,28603.5927137196,234.7590909866952,13.265798670224784,4899.077263502665,2.8924395156043246
40437,155,7408.3469965124,252.7676350060251,19.14734471753882,1168.814825699045,2.418066353055758
8305,2,14.684863,14.684863,1.160752035624508,NA,NA
8938,3,776.922814,517.9485426666666,19.71071365690746,NA,NA
44881,395,13657.0149375676,265.13588184960014,16.618603767995037,2545.895188367364,2.6652015982686157
20182,16,1734.46754,274.951284,18.07996305710462,1.9590951691223182,1.0876945230774178
22388,78,3818.850571,289.7880118961039,16.41966301693154,214.90713283903295,1.9567320285343757
67523,10,974.506134,230.39301079999998,19.652135908463592,0.12124700803567741,0.7681727177749736
10039,5,15.067019,6.038064400000001,1.0445124215660921,NA,NA
19755,16,1709.02608,362.19389575,19.334683196948813,3.5431439206223327,1.1713147147576293
41626,868,19438.9944355544,232.98974473183435,13.474474077611893,3083.3687725774093,2.7297833701300513
42587,259,9692.2976620356,226.2389483369305,15.287622900261308,1326.2165772399676,2.456556778860853
8980,2,231.57112999999998,231.57112999999998,5.760692921498229,NA,NA
38274,46,3056.255574,252.15773296038648,20.54732726501224,109.3252595375766,1.7982085762539615
48985,622,17561.1858871244,231.41799300114752,16.14861084855835,3835.517768123546,2.805291526223294
57839,35,2649.709309,240.63135943193276,24.307632189463455,132.20552537441833,1.8414341829486374
57603,188,9504.0485980212,252.3411144078942,17.246814264001245,1754.5368456235801,2.544018772124468
21866,84,4824.742957,312.9214268537005,17.310733614190234,340.0959253692979,2.0722883171222177
32614,5,598.825838,240.4060246,14.840494241871543,NA,NA
35736,142,6607.5377750336,227.70859786692014,17.65636305526477,1008.4887536192144,2.3738806609038687
17535,72,4139.343479,294.5067180594679,18.652261082310556,289.0155897617236,2.0305568764508335
13345,2,650.100056,650.100056,15.929103010224066,NA,NA
70546,1,0,0,0,NA,NA
21949,7,1126.7352819999999,340.3794997142857,13.626805226305597,NA,NA
53500,35,1635.404976,187.71575274957982,20.34898422427577,54.59370094070534,1.6487044762325973
30902,10,802.294048,215.68393184444443,17.286031336138453,0.03461163558435819,0.6567540585999985
29709,225,9773.3559422282,254.51129665237764,16.756645450722495,1257.9841728310296,2.440390901474056
6509,4,14.96716,7.488968166666668,2.5077642625513454,NA,NA
11520,14,1266.0945259999999,418.58406437362635,19.690509823107906,0.5868778661266849,0.9355531520384514
8725,4,239.07087399999998,120.73295683333332,4.890248971253992,NA,NA
24025,33,2982.172278,296.54401947727274,20.138075207569628,49.20238282251376,1.6274148214978643
22277,101,5116.646301,335.8586894324753,20.951567280321967,932.6295622285904,2.3507889855120956
17346,38,2313.745587,415.25018511664297,21.10779270705391,27.528969089741683,1.513469744646904
40874,56,3155.8464520029997,219.6412210033539,17.63693173365113,100.85259164467968,1.7801675609887315
37267,910,23868.0899926004,240.35337755780233,17.1600376623825,9499.98814735857,3.1420665762581814
46348,736,20226.9576825682,237.34471907189857,15.95023119258565,3899.7594326380913,2.811122214705051
10444,11,1009.885984,288.83266403636367,11.631407368359493,0.0020763322193783546,0.46202141450373213
8740,3,14.842176,9.894784000000001,1.4683583249057435,NA,NA
11489,24,2161.238006,311.86087761231886,17.958321352873156,5.242538252397215,1.2301064649952989
56991,351,11950.0852240388,247.1664301516578,23.38275637491909,5656.531168997629,2.9448879370854213
33041,6,646.632763,230.362892,16.231687708613848,NA,NA
14539,40,2437.395519,351.43000204358975,19.070599442893478,28.62628925600599,1.5208823921106525
24906,14,1178.769479,224.62170303296705,13.824942424248167,0.06794019420499417,0.7145223994904296
