,N_components,BIC
0,10.0,1944245.4569668267
1,11.0,1940554.6599760281
2,12.0,1934438.5875239442
3,13.0,1930525.4688702794
4,14.0,1926927.1439472267
5,15.0,1924555.0615605626
6,16.0,1923474.0040468718
7,17.0,1919838.217795958
8,18.0,1916607.199645568
9,19.0,1915530.7135831956
10,20.0,1914773.2331515455
11,21.0,1913391.1028153452
12,22.0,1916196.4935573398
13,23.0,1912296.3369921513
14,24.0,1910447.8301484308
15,25.0,1910476.555891633
16,26.0,1910712.8759101885
17,27.0,1907502.2146652602
18,28.0,1906960.7850201332
19,29.0,1905783.577270385
20,30.0,1905874.0013152708
21,31.0,1906932.517800167
22,32.0,1906105.9599487244
23,33.0,1905665.9401041826
24,34.0,1904211.6219433493
25,35.0,1905399.549915006
26,36.0,1903188.2812127688
27,37.0,1903825.8702203904
28,38.0,1902796.8612723113
29,39.0,1903093.6450386543
30,40.0,1903242.8042942465
31,41.0,1903306.3578322255
32,42.0,1903781.2860604606
33,43.0,1903950.5087511656
34,44.0,1904368.96291928
35,45.0,1905197.605082109
36,46.0,1904243.9495723129
37,47.0,1904441.0804390404
38,48.0,1906276.9855611464
39,49.0,1906303.6357190514
40,50.0,1907199.359399852
41,51.0,1909148.1472411207
42,52.0,1908942.0636763237
43,53.0,1908720.9222976947
44,54.0,1910202.0069050437
45,55.0,1909326.250705766
46,56.0,1910121.3911510177
47,57.0,1911696.8151390345
48,58.0,1913106.9390871748
49,59.0,1913866.7013121878
50,60.0,1914959.9555296937
