,N_components,BIC
0,10.0,1947991.5921275804
1,11.0,1945122.8764773495
2,12.0,1942944.1037590816
3,13.0,1939309.8385936315
4,14.0,1935252.7215924715
5,15.0,1933693.743102779
6,16.0,1931758.7857652227
7,17.0,1928522.4310463038
8,18.0,1925658.646256711
9,19.0,1924389.5870996134
10,20.0,1922791.2501179408
11,21.0,1920311.9611584423
12,22.0,1919577.3248457005
13,23.0,1923544.2727116006
14,24.0,1917483.4979353372
15,25.0,1918816.8696928648
16,26.0,1915437.800942021
17,27.0,1915661.3220669853
18,28.0,1917675.6763240206
19,29.0,1916220.5182434514
20,30.0,1914549.489708222
21,31.0,1917720.084728312
22,32.0,1914471.842666718
23,33.0,1914226.4578529804
24,34.0,1914613.9605712083
25,35.0,1913775.888061283
26,36.0,1913387.5533905793
27,37.0,1913419.506853775
28,38.0,1914255.097611265
29,39.0,1913739.446320523
30,40.0,1914270.0861749027
31,41.0,1914896.4336714444
32,42.0,1915595.5593213346
33,43.0,1914708.2804466276
34,44.0,1915541.6912334384
35,45.0,1915836.4631559562
36,46.0,1914844.3832940445
37,47.0,1914987.696887991
38,48.0,1915287.5343112112
39,49.0,1915892.5405226157
40,50.0,1916953.6741589564
41,51.0,1916721.8832473545
42,52.0,1917811.242958294
43,53.0,1918339.3938575103
44,54.0,1917606.7133006805
45,55.0,1919103.805433842
46,56.0,1919418.2842924616
47,57.0,1921389.711837731
48,58.0,1921615.1001502532
49,59.0,1923182.0045541003
50,60.0,1922529.168942203
