,N_components,BIC
0,10.0,1952087.9697387489
1,11.0,1949485.136500376
2,12.0,1942985.1493444012
3,13.0,1944022.8633999645
4,14.0,1939864.0768626013
5,15.0,1937443.0494533284
6,16.0,1932329.2576218636
7,17.0,1932297.4727293986
8,18.0,1929958.2495243934
9,19.0,1929994.4643168547
10,20.0,1928021.0783347355
11,21.0,1926129.5472359667
12,22.0,1923435.9556609723
13,23.0,1920915.3087706529
14,24.0,1920056.8975959814
15,25.0,1920024.1663791817
16,26.0,1918847.437485522
17,27.0,1920583.8996920479
18,28.0,1920368.0334512217
19,29.0,1919861.1288172447
20,30.0,1918762.4394241506
21,31.0,1919375.7432896062
22,32.0,1918017.3506780353
23,33.0,1916246.7626446725
24,34.0,1916733.437109248
25,35.0,1916055.7135342304
26,36.0,1915782.6308065918
27,37.0,1915838.0774873076
28,38.0,1914856.2947566314
29,39.0,1915905.6613625032
30,40.0,1915300.9637284486
31,41.0,1914722.1245428296
32,42.0,1915629.6758346977
33,43.0,1915520.692558637
34,44.0,1915937.9033963047
35,45.0,1915790.1396088167
36,46.0,1917040.3934082396
37,47.0,1916568.2027722476
38,48.0,1917372.630145425
39,49.0,1915897.307507163
40,50.0,1918506.939056006
41,51.0,1918331.1486718024
42,52.0,1920131.8184310938
43,53.0,1919620.1086187605
44,54.0,1920725.6035297185
45,55.0,1923283.4342784379
46,56.0,1923141.3271558161
47,57.0,1924075.979060576
48,58.0,1924358.9970945625
49,59.0,1925762.0610944876
50,60.0,1925981.420218223
