,N_components,BIC
0,10.0,1952628.954770616
1,11.0,1952227.2465554553
2,12.0,1946359.0131298092
3,13.0,1942684.4518202683
4,14.0,1936347.8347241215
5,15.0,1932488.2745413203
6,16.0,1929576.2375489525
7,17.0,1929596.2862512127
8,18.0,1927238.1802094122
9,19.0,1925170.973515721
10,20.0,1924218.4198711382
11,21.0,1925550.8272586453
12,22.0,1922890.2228232496
13,23.0,1920124.1312869205
14,24.0,1920932.3526341033
15,25.0,1920041.7603151898
16,26.0,1918303.4872164675
17,27.0,1919115.0040151794
18,28.0,1918395.1007181262
19,29.0,1918018.0199411132
20,30.0,1916862.0201515786
21,31.0,1916016.3045373498
22,32.0,1917126.9122074754
23,33.0,1916952.0669738378
24,34.0,1916465.1078299647
25,35.0,1916465.2211026612
26,36.0,1916145.6407691326
27,37.0,1916337.0226643824
28,38.0,1915280.2763988099
29,39.0,1916378.4593019576
30,40.0,1916284.57485772
31,41.0,1915740.6080494127
32,42.0,1916156.5021127665
33,43.0,1917245.6417595758
34,44.0,1917185.3889504648
35,45.0,1918095.435046574
36,46.0,1918458.8685079173
37,47.0,1917959.4700782439
38,48.0,1917078.0817728
39,49.0,1918219.1192037677
40,50.0,1919237.495841429
41,51.0,1919042.2669629848
42,52.0,1921386.7450502822
43,53.0,1921535.3848522604
44,54.0,1923193.8024999956
45,55.0,1920193.28006715
46,56.0,1920501.930879541
47,57.0,1922602.868705719
48,58.0,1922455.1294042647
49,59.0,1924915.3361003103
50,60.0,1923668.4361319635
