,N_components,BIC
0,10.0,1946818.9796371632
1,11.0,1947455.9456359216
2,12.0,1941475.296972285
3,13.0,1938031.3543709838
4,14.0,1935237.7021407604
5,15.0,1931670.1456382615
6,16.0,1928360.1301661034
7,17.0,1928405.3129369444
8,18.0,1925634.2828756901
9,19.0,1924589.8587496877
10,20.0,1922375.909731622
11,21.0,1920291.0988424332
12,22.0,1920281.7704165194
13,23.0,1917479.9804072252
14,24.0,1914926.0702022512
15,25.0,1914578.5646369515
16,26.0,1914468.3125511638
17,27.0,1912681.1332408404
18,28.0,1913381.3561864453
19,29.0,1914752.400979226
20,30.0,1913635.7019943502
21,31.0,1914251.1619906123
22,32.0,1915410.2242520011
23,33.0,1912973.2158606157
24,34.0,1912019.3551510277
25,35.0,1912952.0279735117
26,36.0,1911430.9196038216
27,37.0,1912835.8427310546
28,38.0,1911436.0731698787
29,39.0,1910761.5939878693
30,40.0,1911266.5177462208
31,41.0,1913060.0181733365
32,42.0,1912116.0698881345
33,43.0,1911827.5963803502
34,44.0,1912324.5631700014
35,45.0,1912546.9023547703
36,46.0,1912734.934849472
37,47.0,1913316.7425592286
38,48.0,1914024.6279260828
39,49.0,1913405.9670822737
40,50.0,1914143.4481177013
41,51.0,1913397.53082502
42,52.0,1915913.0350305988
43,53.0,1916265.4326692626
44,54.0,1917186.5991484202
45,55.0,1916861.9108842902
46,56.0,1917183.5992028818
47,57.0,1917551.76260476
48,58.0,1919388.8694219403
49,59.0,1919781.061511356
50,60.0,1920738.5365207414
