,N_components,BIC
0,10.0,1945618.8136962214
1,11.0,1942659.0347084594
2,12.0,1942373.3520746764
3,13.0,1940367.7192930335
4,14.0,1936233.5218079796
5,15.0,1933808.0072986162
6,16.0,1929119.3126219385
7,17.0,1929691.3526229467
8,18.0,1927366.9319268432
9,19.0,1926442.6280908377
10,20.0,1924383.7183738754
11,21.0,1922407.453237866
12,22.0,1919899.4440034332
13,23.0,1919724.646997304
14,24.0,1918724.1085146551
15,25.0,1919328.7631563211
16,26.0,1919547.5967530366
17,27.0,1916067.893423936
18,28.0,1915792.9992232241
19,29.0,1916598.783397582
20,30.0,1915480.509430459
21,31.0,1915900.912973906
22,32.0,1914855.8523057401
23,33.0,1914972.0146335817
24,34.0,1913795.682885552
25,35.0,1914936.212571102
26,36.0,1913846.8180776981
27,37.0,1914015.3514733952
28,38.0,1912481.457697417
29,39.0,1914695.1861841348
30,40.0,1913486.2172524417
31,41.0,1912443.822337754
32,42.0,1913157.1127729912
33,43.0,1913323.6890063502
34,44.0,1915458.103757745
35,45.0,1914984.8286441925
36,46.0,1916155.0933952644
37,47.0,1915180.098669876
38,48.0,1913791.4050622075
39,49.0,1916148.1519592388
40,50.0,1915494.424321421
41,51.0,1916225.3118041547
42,52.0,1916653.859384425
43,53.0,1917648.4295794985
44,54.0,1917928.34699286
45,55.0,1919083.6307686602
46,56.0,1920246.991963038
47,57.0,1921544.962673967
48,58.0,1921992.921805618
49,59.0,1923498.0755375377
50,60.0,1924198.6796767414
