,N_components,BIC
0,10.0,1954630.5506647395
1,11.0,1950649.6353323113
2,12.0,1943982.462359037
3,13.0,1941543.2611309167
4,14.0,1941671.7968820664
5,15.0,1938552.0780707
6,16.0,1933160.9810398861
7,17.0,1929100.5397654353
8,18.0,1929556.7631729187
9,19.0,1927521.466976086
10,20.0,1925743.4125422954
11,21.0,1925627.491827685
12,22.0,1921975.426986157
13,23.0,1922081.5906070792
14,24.0,1920944.0961598603
15,25.0,1919004.8453682684
16,26.0,1919525.95520715
17,27.0,1918203.3291554565
18,28.0,1917213.052856849
19,29.0,1916376.2495874343
20,30.0,1916829.5529720576
21,31.0,1914547.6364213037
22,32.0,1914318.5505717457
23,33.0,1914401.2038657707
24,34.0,1915906.5798281524
25,35.0,1913009.2771069526
26,36.0,1914108.337134863
27,37.0,1915262.5628301292
28,38.0,1914534.5941940893
29,39.0,1914086.6697932906
30,40.0,1914331.997054304
31,41.0,1914986.4009634524
32,42.0,1915140.173965053
33,43.0,1914926.2633873944
34,44.0,1915989.0677324876
35,45.0,1916168.5647359907
36,46.0,1915166.2432676796
37,47.0,1916496.7087633866
38,48.0,1917451.1360650342
39,49.0,1917985.0278332538
40,50.0,1916650.4886317463
41,51.0,1916487.83710508
42,52.0,1917418.2786327042
43,53.0,1919598.3406346885
44,54.0,1918664.0509614043
45,55.0,1923537.1436023577
46,56.0,1924275.2299930041
47,57.0,1924438.0589961798
48,58.0,1924612.106492036
49,59.0,1926355.572560289
50,60.0,1926354.9612013577
