,N_components,BIC
0,10.0,1952337.6251802708
1,11.0,1950344.3768633332
2,12.0,1946508.691679419
3,13.0,1943209.4251291768
4,14.0,1938844.8474719892
5,15.0,1938557.2799677905
6,16.0,1933756.1598182754
7,17.0,1931790.8739568961
8,18.0,1929542.480109019
9,19.0,1928352.658005467
10,20.0,1926425.333560188
11,21.0,1924883.0147054752
12,22.0,1923307.5203744632
13,23.0,1921736.8019548985
14,24.0,1920114.431209553
15,25.0,1920735.0076037217
16,26.0,1919129.9585805153
17,27.0,1919355.422277154
18,28.0,1918468.625479084
19,29.0,1919607.184992096
20,30.0,1919224.7099093543
21,31.0,1917443.3686299056
22,32.0,1916201.8346676782
23,33.0,1917591.444440874
24,34.0,1916866.2533358377
25,35.0,1916966.4900626577
26,36.0,1916432.7109172952
27,37.0,1916361.6794386092
28,38.0,1915406.768825282
29,39.0,1916873.819912269
30,40.0,1916375.2031300205
31,41.0,1916536.3499129699
32,42.0,1918211.16392369
33,43.0,1916318.5428596507
34,44.0,1917682.8194254532
35,45.0,1918141.4710417918
36,46.0,1919685.9337422473
37,47.0,1919442.9504392187
38,48.0,1917092.7720784633
39,49.0,1918298.938839021
40,50.0,1920121.979331286
41,51.0,1920785.81082102
42,52.0,1920899.2159285452
43,53.0,1920362.0338742647
44,54.0,1922128.1180628098
45,55.0,1922212.2702782913
46,56.0,1922313.9814865
47,57.0,1923226.3941200953
48,58.0,1924082.5931366729
49,59.0,1924517.3001785206
50,60.0,1924568.7371664494
