,N_components,BIC
0,10.0,1951199.733454047
1,11.0,1947149.7037570195
2,12.0,1946365.8790416834
3,13.0,1941946.0895488658
4,14.0,1941616.9966317683
5,15.0,1936003.523148439
6,16.0,1933328.5078388546
7,17.0,1928563.8941911815
8,18.0,1928771.5325178108
9,19.0,1927864.5469612938
10,20.0,1922810.5938521668
11,21.0,1924703.98589735
12,22.0,1924243.6423964691
13,23.0,1923109.4134499868
14,24.0,1921023.0345929067
15,25.0,1920193.178071096
16,26.0,1920347.8301194638
17,27.0,1921129.568009008
18,28.0,1919912.6228221392
19,29.0,1918255.3489097592
20,30.0,1918591.4318340926
21,31.0,1919364.6743323302
22,32.0,1918246.232390988
23,33.0,1918567.4858067667
24,34.0,1915324.409630267
25,35.0,1916896.9741391833
26,36.0,1916647.5368843977
27,37.0,1916395.0139942416
28,38.0,1915504.9556602316
29,39.0,1915401.8724662773
30,40.0,1915970.0212114549
31,41.0,1915604.3792715503
32,42.0,1916004.7804873798
33,43.0,1917596.6420544335
34,44.0,1917338.1157840071
35,45.0,1916930.538536336
36,46.0,1918666.4687711557
37,47.0,1918364.0318388862
38,48.0,1918813.8753268574
39,49.0,1920683.2111903708
40,50.0,1919947.309582812
41,51.0,1919764.1945067826
42,52.0,1920320.2912252194
43,53.0,1921126.2940106092
44,54.0,1921804.061144188
45,55.0,1921924.8152462204
46,56.0,1923335.5949358155
47,57.0,1923149.9274611624
48,58.0,1923145.61930099
49,59.0,1926601.8265466723
50,60.0,1926590.2433671039
