,N_components,BIC
0,10.0,1958038.771728525
1,11.0,1953734.9709950115
2,12.0,1949349.80625905
3,13.0,1945558.3602856754
4,14.0,1941889.1953940666
5,15.0,1939472.3349881729
6,16.0,1938752.3870809358
7,17.0,1934166.3751871341
8,18.0,1933202.463783336
9,19.0,1930769.5004150274
10,20.0,1929425.4263593932
11,21.0,1928586.1063896974
12,22.0,1927813.729228226
13,23.0,1926739.1756194532
14,24.0,1924365.7004369835
15,25.0,1925351.549430555
16,26.0,1924337.7507659304
17,27.0,1921797.6099601095
18,28.0,1922664.0990680268
19,29.0,1921909.2755700832
20,30.0,1920505.8215002706
21,31.0,1921930.2772112282
22,32.0,1920418.074223611
23,33.0,1918898.914253819
24,34.0,1918771.5725282626
25,35.0,1920341.730579118
26,36.0,1920539.5309322758
27,37.0,1918669.110731804
28,38.0,1918963.8639037258
29,39.0,1917637.3809039209
30,40.0,1918248.2340559335
31,41.0,1919700.0292156513
32,42.0,1918257.0117158475
33,43.0,1918954.4685013155
34,44.0,1919235.439007971
35,45.0,1919764.4085678465
36,46.0,1920761.4021456966
37,47.0,1919333.1654179532
38,48.0,1921925.2861785311
39,49.0,1921570.7053649316
40,50.0,1920171.9445810819
41,51.0,1921503.454892861
42,52.0,1922420.244502368
43,53.0,1921729.9830380955
44,54.0,1922088.362226679
45,55.0,1925566.9015469116
46,56.0,1925954.3498378864
47,57.0,1926273.4035967956
48,58.0,1926602.998187252
49,59.0,1927331.8406138963
50,60.0,1928543.5863108416
