genus,family,order,group,accepted_bin,mono_fern
Ficus,Moraceae,Rosales,Angiosperms,Ficus hebetifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hemsleyana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus superba,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus henryi,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus herthae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hesperia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hesperidiiformis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus heteromorpha,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus heteropleura,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus heteropoda,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus heteroselis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hirsuta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hispida,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus holosericea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hombroniana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hookeriana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus humbertii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hurlimannii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus hypogaea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ihuensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus iidaiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ilias-paiei,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ilicina,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus illiberalis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus imbricata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus immanis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus inaequipetiolata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus indigofera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lacor,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ingens,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus insipida,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus involucrata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus iodotricha,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ischnopoda,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus itoana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ixoroides,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus jacobii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus jaheriana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus jansii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus johannis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus juglandiformis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trigona,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kamerunensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus karthalensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus katendei,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kerkhovenii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kjellbergii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kochummeniana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kofmaniae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus koutumensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus krukovii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kuchinensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus kurzii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lacunata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lagoensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lamponga,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lancibracteata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus langkokensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lapathifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lasiocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lateriflora,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus latimarginata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus laureola,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lauretana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus laurifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lawesii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leiocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leiophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leonensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lepicarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leptocalama,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leptoclada,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leptodictya,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus leptogramma,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lifouensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lilliputiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus limosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus linearifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lingua,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus litseifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus longicuspidata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus longibracteata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus longifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus longistipulata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus louisii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lowii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus luschnathiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lutea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus lyrata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macbridei,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus machupicchuensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macilenta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maclellandii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macrophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus stenophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macrorrhyncha,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macrostyla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus macrothyrsa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus madagascariensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus magdalenica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus magnoliifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maialis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maitin,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus malayana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus manuselensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus panurensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mariae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus marmorata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maroma,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maroniensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus masonii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus matanoensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mathewsii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mauritiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus maximoides,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus megaleia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus megalophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus melinocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus membranacea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus menabeensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus microcarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus microdictya,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus microsphaera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus microsyce,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus microtophora,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus midotis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus minahassae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus miqueliana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mollicula,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mollior,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mollis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mollissima,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus montana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus morobensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mucuso,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus muelleriana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus multistipularis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mutabilis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus mutisii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus myiopotamica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nasuta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus natalensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus neriifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nervosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nigropunctata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nishimurae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nitidifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nota,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus novae-georgiae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus novahibernica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus nymphaeifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus obliqua,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus obpyramidata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus obscura,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus obtusifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus obtusiuscula,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ochracea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ocoana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus odorata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus oleifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus oleracea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus opposita,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus oreodryadum,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus oreophila,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus oresbia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus orthoneura,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus osensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus otophora,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus otophoroides,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ottoniifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ovatifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pachyclada,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pachyneura,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pachyrrhachis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pachysycia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus padana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pakkensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pallescens,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pallida,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus palmata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus paludica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pancheriana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus papuana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus paracamptophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus paraensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus parietalis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus parvibracteata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus patellata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pedunculosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pellucidopunctata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus petiolaris,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus phaeosyce,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus phanrangensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pilulifera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus piresiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pisifera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pisocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus platyphylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus platypoda,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pleurocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pleyteana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus podocarpifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus polita,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus politoria,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus polyantha,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus polyphlebia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus popayanensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus popenoei,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus populifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus porphyrochaete,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus porrecta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus praestans,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus praetermissa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus prasinicarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus preussii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus primaria,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pritchardii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus profusa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus prolixa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus prostrata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pseudojaca,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pseudomangifera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pseudopalma,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pseudowassa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pteroporum,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pubigera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pubilimba,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pulchella,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pungens,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pustulata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pygmaea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus pyriformis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus quercetorum,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus quichauensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus quijosana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus variegata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus racemigera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus recurvata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus reflexa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus religiosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus retusa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rhizophoriphylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ribes,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus richteri,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ridleyana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rieberiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus riedelii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rigo,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus robusta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus romeroi,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus roraimensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rosulata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sundaica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rubiginosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rubra,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rubrocuspidata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rubromidotis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rubrosyce,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ruficaulis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rumphii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ruyuanensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus rzedowskiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus saccata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sagittata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sagittifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus salomonensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus samoensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sansibarica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus saruensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus satterthwaitei,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus saurauioides,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus saussureana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus saxophila,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scabra,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scaposa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scassellatii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schefferiana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schippii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schultesii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schumacheri,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schumanniana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus schwarzii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sciaphila,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sclerosycia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scobina,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scopulifera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scortechinii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus scott-elliottii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus semicordata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus semivestita,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus septica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus serraria,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus setiflora,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus simplicissima,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sinuata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus smithii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus soepadmoi,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus spathulifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sphenophylla,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus squamosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus stellaris,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus stolonifera,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus storckii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus stricta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus stuhlmannii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subandina,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subcaudata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subcongesta,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subcordata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subcostata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subcuneata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subfulva,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subgelderi,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subglabritepala,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subincisa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sublimbata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subnervosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subpisocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subpuberula,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subsagittifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subterranea,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subtrinervia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus subulata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sulcata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sumatrana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus supperforata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus sur,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus talbotii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tanypoda,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tarennifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tenuicuspidata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tepuiensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tequendamae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ternatana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tesselata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tettensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus theophrastoides,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus thonningii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tikoua,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tiliifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tinctoria,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tonduzii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tonsa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus torrentium,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tovarensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trachypison,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trapezicola,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus travancorica,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tremula,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus treubii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trianae,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trichocarpa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trichocerasa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tricolor,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trigonata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trimenii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus triradiata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tristaniifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus trivia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tsiangii,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tsjakela,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus setulosa,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tunicata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus tuphapensis,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus turrialbana,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus ulmifolia,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus umbellata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus umbonata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus uncinata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus uniauriculata,FALSE
Ficus,Moraceae,Rosales,Angiosperms,Ficus uniglandulosa,FALSE
