genus,family,order,group,accepted_bin,mono_fern
Dombeya,Malvaceae,Malvales,Angiosperms,Dombeya wittei,FALSE
Dombeya,Malvaceae,Malvales,Angiosperms,Dombeya xiphosepalopsis,FALSE
Dombeya,Malvaceae,Malvales,Angiosperms,Dombeya linearifolia,FALSE
Tannodia,Euphorbiaceae,Malpighiales,Angiosperms,Tannodia perrieri,FALSE
Donnellyanthus,Rubiaceae,Gentianales,Angiosperms,Donnellyanthus deamii,FALSE
Doratoxylon,Sapindaceae,Sapindales,Angiosperms,Doratoxylon alatum,FALSE
Doratoxylon,Sapindaceae,Sapindales,Angiosperms,Doratoxylon apetalum,FALSE
Doratoxylon,Sapindaceae,Sapindales,Angiosperms,Doratoxylon chouxii,FALSE
Doratoxylon,Sapindaceae,Sapindales,Angiosperms,Doratoxylon littorale,FALSE
Dorstenia,Moraceae,Rosales,Angiosperms,Dorstenia gigas,FALSE
Dorstenia,Moraceae,Rosales,Angiosperms,Dorstenia oligogyna,FALSE
Doryphora,Atherospermataceae,Laurales,Angiosperms,Doryphora sassafras,FALSE
Doryxylon,Euphorbiaceae,Malpighiales,Angiosperms,Doryxylon spinosum,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis abyssinica,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis caffra,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis cameroonensis,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis hebecarpa,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis hispidula,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis longispina,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis lucida,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis macrocalyx,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis macrocarpa,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis mollis,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis rhamnoides,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis rotundifolia,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis spinosissima,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis verrucosa,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis xanthocarpa,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis zenkeri,FALSE
Dovyalis,Salicaceae,Malpighiales,Angiosperms,Dovyalis zeyheri,FALSE
Doyleanthus,Myristicaceae,Magnoliales,Angiosperms,Doyleanthus arillata,FALSE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena acutissima,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena afromontana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena aletriformis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena americana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena arborea,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena bequaertii,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena brachystachys,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena bueana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena buettneri,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena cambodiana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena cerasifera,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena chiniana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena reflexa,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena cinnabari,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena cochinchinensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena concinna,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena conferta,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena cubensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena draco,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena ellenbeckiana,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena elliptica,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena floribunda,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena fragrans,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena glomerata,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena granulata,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena griffithii,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena hewittii,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena hokouensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena kupensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena maingayi,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena mannii,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena multiflora,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena ombet,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena parviflora,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena penangensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena rubroaurantiaca,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena scabra,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena serrulata,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena steudneri,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena tamaranae,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena transvaalensis,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena umbraculifera,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena viridiflora,TRUE
Dracaena,Asparagaceae,Asparagales,Angiosperms,Dracaena xiphophylla,TRUE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon costatum,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon dao,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon duperreanum,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon lenticulatum,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon macrocarpum,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon schmidii,FALSE
Dracontomelon,Anacardiaceae,Sapindales,Angiosperms,Dracontomelon vitiense,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum arboreum,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum elegantissimum,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum filifolium,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum fitzgeraldii,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum latifolium,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum lessonianum,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum longifolium,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum matthewsii,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum pyramidale,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum scoparium,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum sinclairii,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum townsonii,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum traversii,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum verticillatum,FALSE
Dracophyllum,Ericaceae,Ericales,Angiosperms,Dracophyllum viride,FALSE
Dransfieldia,Arecaceae,Arecales,Angiosperms,Dransfieldia micrantha,TRUE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus angustipetalus,FALSE
Cyathocalyx,Annonaceae,Magnoliales,Angiosperms,Cyathocalyx apoensis,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus biovulatus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus carinatus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus cauliflorus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus crassipetalus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus deltoideus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus filiformis,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus hexagynus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus kingii,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus lucidus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus magnificus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus minahassae,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus obtusifolius,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus olivaceus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus pahangensis,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus petiolatus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus pruniferus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus pubescens,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus ramuliflorus,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus ridleyi,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus samarensis,FALSE
Drepananthus,Annonaceae,Magnoliales,Angiosperms,Drepananthus vitiensis,FALSE
Drimycarpus,Anacardiaceae,Sapindales,Angiosperms,Drimycarpus anacardifolius,FALSE
Drimycarpus,Anacardiaceae,Sapindales,Angiosperms,Drimycarpus luridus,FALSE
Drimycarpus,Anacardiaceae,Sapindales,Angiosperms,Drimycarpus maximus,FALSE
Drimycarpus,Anacardiaceae,Sapindales,Angiosperms,Drimycarpus racemosus,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys angustifolia,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys brasiliensis,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys confertifolia,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys granadensis,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys roraimensis,FALSE
Drimys,Winteraceae,Canellales,Angiosperms,Drimys winteri,FALSE
Droceloncia,Euphorbiaceae,Malpighiales,Angiosperms,Droceloncia rigidifolia,FALSE
Dryadodaphne,Atherospermataceae,Laurales,Angiosperms,Dryadodaphne crassa,FALSE
Dryadodaphne,Atherospermataceae,Laurales,Angiosperms,Dryadodaphne novoguineensis,FALSE
Dryadodaphne,Atherospermataceae,Laurales,Angiosperms,Dryadodaphne trachyphloia,FALSE
Drymophloeus,Arecaceae,Arecales,Angiosperms,Drymophloeus oliviformis,TRUE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops sumatrensis,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops beccarii,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops fusca,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops keithii,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops lanceolata,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops oblongifolia,FALSE
Dryobalanops,Dipterocarpaceae,Malvales,Angiosperms,Dryobalanops rappa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes acuminata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes aetoxyloides,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes amazonica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes aframensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes afzelii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes alba,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ambigua,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes andamanica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes angustifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes arcuatinervia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes arguta,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes assamica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes aubrevillei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes australis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes aylmeri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes bakembei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes balakrishnanii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes bathiei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes bipindensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes brownii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes caesia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes calvescens,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes calyptosepala,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes cambodica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes capillipes,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes capuronii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes carolinensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes castilloi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes caustica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes celastrinea,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes celebica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes chevalieri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes cinnabarina,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes cockburnii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes comorensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes confertiflora,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes congestiflora,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes convoluta,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes crassipes,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes cumingii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes curtisii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes darimontiana,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dasycarpa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dasyneura,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes deplanchei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes detersibilis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dewildei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dinklagei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes diopa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes diversifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dolichocarpa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes dussii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes eglandulosa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ellipsoidea,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes elliptica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes eriocarpa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes euryodes,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes falcata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes fallax,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes fanshawei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes floribunda,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes forbesii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes fusiformis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gabonensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gardneri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gentryi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gerrardii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gerrardinoides,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gilgiana,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gitingensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes glaberrima,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes glabra,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes glauca,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes globosa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gossweileri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes gracilis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes grandifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes hainanensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes harmandii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes helferi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes henriquesii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes heptandra,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes hoaensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes iliae,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ilicifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes impressinervis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes inaequalis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes indica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes integerrima,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes iodoformis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ituriensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ivorensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes jaintensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes kikir,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes klainei,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes laciniata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes laevis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes lasiogynoides,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes lateriflora,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes leiocarpa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes leonensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes littoralis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes longifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes longistipitata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ellisii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes macrostigma,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes madagascariensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes magnistipula,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes malabarica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes maquilingensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes microphylla,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes microphylloides,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes mildbraedii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes minahassae,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes moliwensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes molunduana,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes monachinoi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes monosperma,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes mossambicensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes mucronata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes natalensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes neglecta,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes nervosa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes nitida,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes obanensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes oblongifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes obtusa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes occidentalis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ochrodasya,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ochrothrix,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes oppositifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes ovalis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes oxyodonta,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes pachycarpa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes pacifica,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes parvifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes paxii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes pellegrinii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes pendula,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes perakensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes perreticulata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes perrieri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes picardae,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes klaineana,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes polyalthioides,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes polyantha,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes polyneura,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes porteri,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes preussii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes principum,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes prunifera,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes reticulata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes rhakodiskos,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes riparia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes riseleyi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes rotensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes rubriflora,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes salicifolia,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes sclerophylla,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes sepiaria,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes sessiliflora,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes sibuyanensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes simalurensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes singroboensis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes spinosodentata,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes standleyi,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes staudtii,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes stipulacea,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes stipularis,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes stylosa,FALSE
Drypetes,Putranjivaceae,Malpighiales,Angiosperms,Drypetes subcrenata,FALSE
