accepted_bin,Bark thickness,Leaf K per mass,Leaf N per mass,Leaf P per mass,Leaf Vcmax per dry mass,Leaf area,Leaf density,Leaf thickness,Seed dry mass,Specific leaf area,Stem conduit diameter,Stomatal conductance,Wood density
Abies lasiocarpa,1.939511180286652,2.2881439973823,2.5933395365277976,0.2847089511822626,-2.8270026702795032,6.144600570320741,-1.0687480808299634,-0.2548270365444782,2.875258764586303,1.679089400030772,2.563712736408606,4.394449154672439,-1.0291554475315
Abies magnifica,3.80666248977032,2.2224405811581893,3.025250934956308,0.12124826606318981,-1.3514944502636108,8.95562222976823,-1.3548805802840076,-1.5260951580367224,4.335797607021268,2.7642022328026674,3.3194355909581073,5.069621811643405,-0.9188841276471428
Abies mariesii,2.0149030205422647,1.8312865959491664,2.8915409433168535,0.08706629564414463,-1.0868242908992853,7.745669788213374,-1.003419883073035,-1.4341277975362228,3.21551748116556,2.42320360093388,3.3476486477214427,5.303672551004367,-0.7185170773972962
Abies nephrolepis,2.0149030205422647,2.2497674999934736,2.343561921071523,-0.0628468945514342,-1.5728065917479304,6.508397387577279,-0.9633347257217262,-1.3737417270992731,3.1337150250920627,2.0869045126012162,3.148225778102641,4.919488341606707,-1.1293932831720208
Abies nordmanniana,2.0149030205422647,2.1320660989856113,3.026566842861482,0.11487636181187204,-1.3777230755216616,9.21703386839018,-1.094425237065294,-0.5287751849154616,4.288640058636881,2.5251680313145632,3.3951461505886518,5.127705511617625,-0.8906936347306804
Abies numidica,2.0149030205422647,1.6952611836496463,2.818527344862265,0.08349776176632409,-1.0990613964520224,7.978206608385866,-0.9539856707304214,-1.460198828885613,3.503152104185149,2.308381001913363,3.1985497332600175,5.200762031029161,-0.7127220975371642
Abies pindrow,2.0149030205422647,2.2778882475598166,2.9768103084555495,0.04256979117764726,-1.194386232354672,8.9831915037148,-1.3923784596922675,-1.443640056277524,2.9085390618516134,2.5700895606726424,3.4577009186856453,5.223524254912161,-0.9675840262617056
Abies pinsapo,2.0149030205422647,2.169731483534759,2.777714143019615,0.11516511483680537,-1.732939483692916,6.1899875349713085,-0.8971969969663679,-1.3632268464372606,4.012722613168912,1.2160622321645151,2.549268765005736,4.7969963104324655,-0.7679022283033745
Abies procera,2.0149030205422647,2.2729333004719376,2.507645552816225,-0.12499236084135816,-1.4345150720350979,6.452277146199408,-0.7493330322401109,-0.8471481316970112,3.515507130644309,2.369763059028245,3.227430456343883,4.873207552667089,-0.955271502609011
Abies recurvata,1.924903432316649,2.366581832840546,3.0514791624430218,0.25510251804348455,-0.9979706585592089,8.859213395738786,-1.2130587555426284,-1.5468076053160822,3.6945496954445147,2.6357882960253107,3.378739918453998,5.207306536477404,-1.0216512475319814
Abies religiosa,3.121005786861041,2.2662047769502327,3.0655125110450574,0.0025074422034880345,-1.2178997915882614,8.448496070469236,-1.4916544670948233,-1.5063887146588923,3.34533224882076,2.6008529386127397,3.292094485069296,5.247023749740135,-0.9675840262617056
Abies sachalinensis,2.2647956046383952,1.7664416612437617,2.305171592178042,0.8754687373538999,-1.203708789886094,4.611654220107023,-0.8111536229842518,-1.2172830834486865,2.260490847591381,1.960266397584999,2.8926793136864486,4.82085001491514,-0.3585461680265952
Abies sibirica,2.148930969584866,2.4015533467120407,2.900604096984237,0.119974035743987,-1.009390290097948,7.000242900431638,-1.0564541809887846,-1.6459480237030488,2.302585092994046,2.3329247682584935,2.9051555688627295,4.965443448572239,-0.4971010946428317
Abies spectabilis,1.7002034790648362,2.2909044702385017,3.0218150030542805,0.5481214085096875,-1.2571051501172155,8.328820187932921,-1.081693025400472,-1.553993036906589,3.6119984097779785,2.668289345886568,3.3464538379185504,5.074114976188189,-0.5989412504411494
Abies veitchii,2.0149030205422647,1.9431245148996168,2.84722441047863,0.05470929732402971,-1.0016562085010696,7.052024889612936,-0.9606284373643436,-1.4172830649061363,2.183125170208664,2.4890689990146524,2.8606004990276124,5.150638284174835,-0.7413279917999165
Abies vejarii,2.261439471050876,2.292574873404613,2.9245820136248266,0.35004134386602315,-0.8491915034879663,7.784276319559825,-1.0681315123212853,-1.7209144624477373,2.995732273553991,2.3054511422104023,3.3995837478650137,5.1404917858326735,-0.5325741764549333
Abies ziyuanensis,2.0149030205422647,1.6575968960622436,2.5215783539317247,0.22775113247539297,-1.2696923470913304,6.708373944320258,-1.0443610569126833,-1.0071793936507727,2.5005775465483415,2.0678951452007124,2.91750640544907,4.962959711556533,-0.8546672946126105
Abrahamia ditimena,1.2817264644031903,1.8737843805654195,2.8400306369001114,-0.20295717869199367,-1.1843975268610254,8.454025690992168,-0.8663549536229307,-1.547523876309611,4.871692042423188,2.376911664101526,3.3599840582889486,5.141723611124302,-0.3885309491470716
Abuta grandifolia,1.1145272149413386,2.138719767834867,3.157242587677408,0.2057854880351821,-1.005603211897395,7.0777132815097366,-1.124062127104162,-1.496314338220346,7.047517221357296,2.486078840817642,3.318592193873489,5.01383404948539,-0.5049991813551196
Abuta rufescens,2.417831379437182,2.181701982470174,2.800593249305593,-0.2997103421807587,-1.4549632096078216,5.039615597522944,-0.8138311252653977,-1.1695706801584003,4.451250665801722,1.722262196931034,3.192615988764724,4.907195531787201,-0.7985076962177716
Abutilon incanum,1.087007076509544,2.1965696041029203,3.55363230470591,0.2704066203104114,-0.9327125134848403,5.771396788011716,-1.1992964755144666,-1.7608517800398742,1.304418680480448,2.998589321020382,3.0239579412497326,5.401108227562449,-0.4597685979023925
Abutilon sylvaticum,2.1274699200737843,2.418286767584755,2.822992070278977,0.1215720631666838,-1.0701073635993121,6.4498947367908555,-0.9461077112156445,-1.5299477408423665,2.1412419425852827,2.288170778907912,2.8915481417022177,5.088457714508303,-0.6217991802331009
Acacia acradenia,1.1985719745199719,1.831988282798793,2.8901275667347894,-0.2665734767242804,-1.3512254351196151,7.4539105145773386,-0.8760756474084533,-1.5095812029314852,2.0542881380369886,2.2400898690905153,2.9569498596821426,5.035599460344954,-0.1008706103849742
Acacia acrionastes,2.232295253291704,2.307498492303807,2.874341615753237,0.3114248181355388,-0.9042194589351482,7.784276319559824,-1.1056990232183466,-1.8055766132477242,3.01651481273652,2.413930161766572,3.3995837478650137,5.140491785832672,-0.5195193626820183
Acacia acuifera,2.3585297706917543,2.25904973587793,2.837977389436296,0.11425067269503007,-0.9755432071869528,7.418005960744446,-1.0583363110340376,-1.707063709761429,2.728506209669592,2.2308139273192245,3.13322583573233,5.140530558024877,-0.46909090112549623
Acacia acuminata,1.5497733531102245,2.2233997448770646,2.8713652964821734,-0.15132721576264532,-1.3824139450461115,5.803739802258259,-0.8149336302389637,-1.532526729037762,2.855437310301593,0.673508195545637,2.9809626568817476,4.791955668370213,-0.0515807648131342
Acacia adsurgens,0.9513786008550738,1.7674172860064692,2.83468926840858,-0.40448649862933234,-1.3918010128284868,7.430678963102872,-0.898384878717957,-1.4838856646565968,2.0073112800065007,2.1397669184137706,2.9473586935362643,5.034857155643342,-0.1201019723128618
Acacia adunca,1.9723710705897803,2.2878363436103055,2.837789903514453,0.04604386226707967,-0.9194415386626799,7.629920903296512,-1.0654687692238947,-1.5951768367552859,3.1675802387526715,2.4142567481343655,3.306363090638787,5.194603398553945,-0.44303316795495923
Acacia aestivalis,1.6936173490014934,2.2374043650858484,3.074356441964464,0.13282758251510082,-1.052303533181442,8.11022935244628,-1.1183361271465873,-1.666342278346024,4.710340683593631,2.5257994442331233,3.3269506077909474,5.403449975203605,-0.6343602183360773
Acacia alleniana,1.6695922078528196,2.0516148751598533,2.9720756538013484,0.0007752158731765615,-1.2919993326087602,7.840820005376954,-0.9612897904488968,-1.4486072621865305,5.210750466883742,2.632818583567571,2.953229069660726,4.826552982328573,-0.5804436906468605
Acacia amentacea,2.000733251607524,2.2790174588545864,2.97402198824843,0.19156246572813942,-0.9228140871557087,7.906939114036632,-1.0669433785097466,-1.5429793333588708,3.201628989492188,2.4736226180139607,3.306363090638786,5.28651261574918,-0.4478689662335487
Acacia ammobia,2.1271560506516107,2.3851880157739926,2.8047587513467858,0.010682135719452406,-1.0919855228092534,6.431595003807283,-0.9313189882714812,-1.489046653467601,2.0844361192038203,2.436775649921205,2.912201620607281,5.080396355174639,-0.6643108186551601
Acacia ampliceps,1.81169597238153,1.8927463623632048,3.033140640700472,-0.07081676906057487,-1.3315304977410354,8.546172196415476,-0.9956537902467432,-1.4071972046871202,3.277144732992177,2.457909990736249,3.2308926159746676,4.952795986739251,-0.5651762185160721
Acacia ancistrocarpa,1.860822113346161,2.239944811641834,2.9103131543424894,0.11211622782662767,-1.01627054867447,7.827736976605635,-0.9537348045727819,-1.6462429573867345,3.6404221290581855,2.681721674595394,3.1057589207588125,5.284104543418436,-0.4702609539052613
Acacia anegadensis,2.2574859182321503,2.2963665465949226,2.9056283262285674,0.3258692969651895,-0.8491915034879663,7.693974771960465,-1.0681315123212856,-1.720914462447737,2.9871959425317045,2.345197669588441,3.3549761455558693,5.056162783001048,-0.5416151563874594
Acacia aneura,1.7954469401766235,2.138514974678203,2.9476376383739424,-0.4798295233970265,-1.6111226641649716,6.480605676294698,-0.7103121737559351,-1.525999207059606,2.971516596079238,0.9667096769333868,2.9578057955422437,3.909571005358554,-0.0236242350251762
Acacia anfractuosa,1.9752104794982654,2.0427406151392096,2.81364115551599,0.27083325452828366,-1.1273378256922464,7.257646293308909,-1.037914832476744,-1.39904473445018,1.3217558399823195,2.352185760904907,2.820268490330241,5.038075956660713,-0.4564277053985579
Acacia angustissima,0.8771240726348354,2.513492145840552,2.9554378496029794,1.1939224684724346,-0.9161281750657498,7.563456431072913,-0.9532307664934483,-1.5693898191106692,2.2912252295412303,2.352631681305811,3.033906661502557,5.267490794158479,-0.1625189294977749
Acacia anthochaera,2.3268566945734266,2.2346097452823894,2.8215985205273726,-0.0008920560677736574,-0.9894751631198692,7.418005960744446,-0.9579452150423401,-1.7132584536868876,2.706048198431537,2.2438489858156383,3.13322583573233,5.130782539647351,-0.4055511716076406
Acacia assimilis,2.078236054870325,2.322927293392075,2.901486812249475,0.2930029112767604,-1.0320787419531765,7.499936145697236,-1.1121494753616006,-1.3697246309737885,0.8329091229351039,2.446522594523602,2.8211068011946607,4.870178047069758,-0.4902231974470865
Acacia aulacocarpa,1.4051410041644423,1.7283927763212705,3.023039678693087,-0.11539911721245785,-1.4206582573445858,8.060780778503732,-0.9273546381325205,-1.5053122205496605,2.915393165578994,2.6042589364813313,3.199262558177701,4.796084328794184,-0.4417273183077377
Acacia auriculiformis,1.7381846860422054,2.3008009016778384,3.0748408507321576,0.1098028510516714,-1.3667657279610839,6.461425797728515,-0.7833209338169183,-1.3862943611198906,2.9263390084727225,2.2273529657186506,3.1851194046664064,4.758077508804816,-0.6055217201943079
Acacia ausfeldii,2.107797994939051,2.1647772715137017,2.7967105222526527,0.008609205778223246,-1.020161400433752,7.505987329969916,-0.9735765538758935,-1.4280119652003613,2.4570214462984645,2.0744231283372434,3.0053202882947394,4.9862959481118265,-0.4604923659123606
Acacia baileyana,2.201166096712599,2.293412417459552,2.8478023295292934,0.0835644630272196,-0.9042194589351482,7.2334836144353485,-1.067473974293667,-1.7447754704649012,3.070389935258264,2.205291567020986,3.3995837478650133,5.136971171588841,-0.5002787683776246
Acacia bakeri,1.4296072105928779,1.695432919328411,2.8997304927699825,-0.3444841386570081,-1.39513355597965,7.822943988607331,-0.9314027930486893,-1.6158683865526735,3.683615624438837,2.458218664698164,2.990222694515836,5.153262280661172,-0.2605923352616879
Acacia beauverdiana,1.8850380980492316,2.072971753452637,2.729057187073187,0.10523385472299909,-1.110567053133693,7.6430378735096545,-1.1444348412802403,-1.364434958415323,1.0543120297715298,2.2853772027445722,2.8292861636771645,5.013715281674631,-0.4648882802082413
Acacia berlandieri,1.7079382387888082,2.0608367594790704,2.9414467088116187,0.15612648511675248,-1.1333577782047604,8.89143418884515,-0.9998814868040183,-1.4975960506461747,5.66609165096524,2.7120909308198193,3.3465767450274337,5.162208430199475,-0.5676169312370895
Acacia bilimekii,2.1865770886613474,2.174620249728055,2.87740969554642,0.015083566699039758,-1.0129981551727838,7.482916095260916,-1.0470310808372365,-1.56591567419865,3.3568971227655755,2.5525196304259907,3.3335585400162633,5.187603823344847,-0.5332148907541084
Acacia binervata,1.7802863338790726,1.9261472575245606,2.8943877045002333,-0.28461249434792607,-1.421005808115539,4.994914570563703,-0.7802215743931353,-1.3904657613724287,2.8969577552227346,2.0769737466689864,3.094337701744003,4.8124752101267045,-0.5809624895323442
Acacia binervia,1.6770965609079151,1.9669596964090927,2.995164608795427,-0.20169125352077247,-1.2945292426376545,7.704827065279342,-0.9598182244667537,-1.439429790774239,2.3263016196113617,2.2885732635854565,2.9289829578838598,4.895769339306612,-0.49596437871559446
Acacia blakei,1.8112870140758532,2.3485125161972538,2.7617830957273317,0.07065050041934097,-0.9969855525318098,6.737346303200935,-0.9576274232361973,-1.3354116854560065,1.885553348514416,2.418478476514906,2.9512765281491946,5.116139466760428,-0.49877736439946474
Acacia blakelyi,2.0357048545951044,2.299447346402689,2.751961372509873,-0.037724285707749744,-0.9053215680735468,7.5062333052519845,-1.061347547762472,-1.6766079278715609,3.141130476243348,2.3004833361622006,3.3235434609223713,5.159710904751001,-0.4682578750907655
