accepted_bin,obs_value,LAT,LON,TraitID,trait_short
Nothofagus pumilio,0.5071826222807099,-46.06,-72.05,4,Wood density
Acmopyle pancheri,0.59673768693396,-42.9,147.32,4,Wood density
Atherosperma moschatum,0.52268381509565,-42.9,147.32,4,Wood density
Callitris rhomboidea,0.57018043589694,-42.9,147.32,4,Wood density
Dacrycarpus dacrydioides,0.44118345493006,-42.9,147.32,4,Wood density
Dacrycarpus imbricatus,0.57794435146172,-42.9,147.32,4,Wood density
Hakea sericea,0.60663548830394,-42.9,147.32,4,Wood density
Lagarostrobos franklinii,0.70458692153652,-42.9,147.32,4,Wood density
Nothofagus pumilio,0.5048762030284887,-40.78,-72.18,4,Wood density
Agathis australis,0.45463973073402436,-37.42,175.72,4,Wood density
Nothofagus pumilio,0.5596920292045813,-36.9,-71.4,4,Wood density
Dacrydium cupressinum,0.5487512237394601,-35.11,176.2,4,Wood density
Phyllocladus trichomanoides,0.72316666666667,-34.42,175.72,4,Wood density
Prumnopitys ferruginea,0.7153051827328247,-34.42,175.72,4,Wood density
Protea laurifolia,0.5247,-33.93,19.52,4,Wood density
Protea repens,0.5792,-33.93,19.52,4,Wood density
Searsia undulata,0.764,-33.93,19.52,4,Wood density
Allocasuarina campestris,1.0073,-32.31,117.86,4,Wood density
Banksia sphaerocarpa,0.7861,-32.31,117.86,4,Wood density
Eucalyptus albida,0.9523,-32.31,117.86,4,Wood density
Eucalyptus capillosa,0.8708,-32.31,117.86,4,Wood density
Eucalyptus salmonophloia,0.7925,-32.31,117.86,4,Wood density
Nuytsia floribunda,0.6322,-32.31,117.86,4,Wood density
Santalum acuminatum,0.9131,-32.31,117.86,4,Wood density
Allophylus natalensis,0.6556533332278325,-28.72,32.18,4,Wood density
Apodytes dimidiata,0.512047012732615,-28.72,32.18,4,Wood density
Brachylaena discolor,0.5807073794146621,-28.72,32.18,4,Wood density
Canthium inerme,0.5157978045004702,-28.72,32.18,4,Wood density
Celtis africana,0.6591568949138075,-28.72,32.18,4,Wood density
Cordia caffra,0.5610793078496112,-28.72,32.18,4,Wood density
Ekebergia capensis,0.539069767441861,-28.72,32.18,4,Wood density
Gymnosporia arenicola,0.608844372319888,-28.72,32.18,4,Wood density
Mimusops caffra,0.6309022036099127,-28.72,32.18,4,Wood density
Peddiea africana,0.61520618556701,-28.72,32.18,4,Wood density
Psydrax obovata,0.716896120150188,-28.72,32.18,4,Wood density
Sideroxylon inerme,0.6586578764348924,-28.72,32.18,4,Wood density
Trichilia emetica,0.5499579801596197,-28.72,32.18,4,Wood density
Turraea floribunda,0.664024390243902,-28.72,32.18,4,Wood density
Volkameria glabra,0.5801286603202721,-28.72,32.18,4,Wood density
Zanthoxylum capense,0.709335038363171,-28.72,32.18,4,Wood density
Ziziphus mucronata,0.612836438923395,-28.72,32.18,4,Wood density
Albizia adianthifolia,0.69793956043956,-28.71,32.18,4,Wood density
Allophylus natalensis,0.6559156018780148,-28.71,32.18,4,Wood density
Apodytes dimidiata,0.5504561034690113,-28.71,32.18,4,Wood density
Brachylaena discolor,0.6162717796037909,-28.71,32.18,4,Wood density
Canthium inerme,0.5269431954737024,-28.71,32.18,4,Wood density
Celtis africana,0.670274411695249,-28.71,32.18,4,Wood density
Ekebergia capensis,0.535309973045822,-28.71,32.18,4,Wood density
Empogona coriacea,0.607707129094412,-28.71,32.18,4,Wood density
Gymnosporia arenicola,0.651847575057737,-28.71,32.18,4,Wood density
Melia azedarach,0.597283311772316,-28.71,32.18,4,Wood density
Searsia natalensis,0.662058526740666,-28.71,32.18,4,Wood density
Trichilia emetica,0.542446043165468,-28.71,32.18,4,Wood density
Ziziphus mucronata,0.580323785803238,-28.71,32.18,4,Wood density
Allophylus natalensis,0.6457597013451352,-28.71,32.19,4,Wood density
Bauhinia tomentosa,0.688065326633166,-28.71,32.19,4,Wood density
Brachylaena discolor,0.5878993047675867,-28.71,32.19,4,Wood density
Canthium inerme,0.5137757584700741,-28.71,32.19,4,Wood density
Carissa macrocarpa,0.561503928170595,-28.71,32.19,4,Wood density
Ekebergia capensis,0.521190716448032,-28.71,32.19,4,Wood density
Grewia occidentalis,0.664434498612471,-28.71,32.19,4,Wood density
Harpephyllum caffrum,0.503500583430572,-28.71,32.19,4,Wood density
Maytenus procumbens,0.629043280182232,-28.71,32.19,4,Wood density
Mimusops caffra,0.616008324267599,-28.71,32.19,4,Wood density
Peddiea africana,0.618741808650066,-28.71,32.19,4,Wood density
Searsia natalensis,0.6686481728149313,-28.71,32.19,4,Wood density
Sideroxylon inerme,0.6425731217567874,-28.71,32.19,4,Wood density
Trichilia emetica,0.5529085523725108,-28.71,32.19,4,Wood density
Allophylus natalensis,0.6761761147011129,-28.69,32.21,4,Wood density
Brachylaena discolor,0.5974846495157997,-28.69,32.21,4,Wood density
Bridelia micrantha,0.567118997912317,-28.69,32.21,4,Wood density
Canthium inerme,0.5106597667797578,-28.69,32.21,4,Wood density
Celtis africana,0.572645739910314,-28.69,32.21,4,Wood density
Grewia occidentalis,0.696857142857143,-28.69,32.21,4,Wood density
Trema orientalis,0.520034843205575,-28.69,32.21,4,Wood density
Ficus sur,0.400183486238532,-28.68,32.21,4,Wood density
Grewia occidentalis,0.64867374005305,-28.68,32.21,4,Wood density
Antidesma venosum,0.537275985663082,-28.68,32.22,4,Wood density
Apodytes dimidiata,0.513191489361702,-28.68,32.22,4,Wood density
Canthium inerme,0.512305854241338,-28.68,32.22,4,Wood density
Albizia adianthifolia,0.629588607594937,-28.67,32.22,4,Wood density
Allophylus natalensis,0.707371349095967,-28.67,32.22,4,Wood density
Apodytes dimidiata,0.55945945945946,-28.67,32.22,4,Wood density
Canthium inerme,0.5371955949284591,-28.67,32.22,4,Wood density
Celtis africana,0.682716049382716,-28.67,32.22,4,Wood density
Empogona coriacea,0.652075471698113,-28.67,32.22,4,Wood density
Grewia occidentalis,0.679322033898305,-28.67,32.22,4,Wood density
Volkameria glabra,0.582432432432432,-28.67,32.22,4,Wood density
Allophylus natalensis,0.646444780635401,-28.67,32.23,4,Wood density
Apodytes dimidiata,0.552855245683931,-28.67,32.23,4,Wood density
Canthium inerme,0.622250970245796,-28.67,32.23,4,Wood density
Celtis africana,0.6920369229444585,-28.67,32.23,4,Wood density
Chaetachme aristata,0.557110862262038,-28.67,32.23,4,Wood density
Deinbollia oblongifolia,0.547004608294931,-28.67,32.23,4,Wood density
Volkameria glabra,0.508241206030151,-28.67,32.23,4,Wood density
Apodytes dimidiata,0.547739221871714,-28.66,32.24,4,Wood density
Celtis africana,0.668625146886016,-28.66,32.24,4,Wood density
Grewia occidentalis,0.672012102874433,-28.66,32.24,4,Wood density
Psychotria capensis,0.479821627647715,-28.66,32.24,4,Wood density
Volkameria glabra,0.513109756097561,-28.66,32.24,4,Wood density
Dovyalis longispina,0.597893432465923,-28.66,32.25,4,Wood density
Grewia occidentalis,0.649661705006766,-28.66,32.25,4,Wood density
Gymnosporia arenicola,0.61572049270557,-28.66,32.25,4,Wood density
Ziziphus mucronata,0.61201044386423,-28.66,32.25,4,Wood density
Brachylaena discolor,0.613160651289009,-28.65,32.25,4,Wood density
Celtis africana,0.6647625723100217,-28.65,32.25,4,Wood density
Psydrax obovata,0.691805555555556,-28.65,32.25,4,Wood density
Turraea floribunda,0.650815217391304,-28.65,32.25,4,Wood density
Volkameria glabra,0.558836206896552,-28.65,32.25,4,Wood density
Ziziphus mucronata,0.59778534923339,-28.65,32.25,4,Wood density
Celtis africana,0.642147435897436,-28.64,32.25,4,Wood density
Cussonia sphaerocephala,0.233942857142857,-28.64,32.25,4,Wood density
Olea woodiana,0.7061201892920808,-28.64,32.25,4,Wood density
Bridelia cathartica,0.583191230207065,-28.64,32.26,4,Wood density
Celtis africana,0.6576275742343811,-28.64,32.26,4,Wood density
Chaetachme aristata,0.5291686449151758,-28.64,32.26,4,Wood density
Grewia occidentalis,0.626738794435858,-28.64,32.26,4,Wood density
Olea woodiana,0.6981719244040054,-28.64,32.26,4,Wood density
Sideroxylon inerme,0.636450839328537,-28.64,32.26,4,Wood density
Teclea gerrardii,0.696915167095116,-28.64,32.26,4,Wood density
Volkameria glabra,0.608279430789133,-28.64,32.26,4,Wood density
Ziziphus mucronata,0.635046113306983,-28.64,32.26,4,Wood density
Albizia adianthifolia,0.631746031746032,-28.51,32.38,4,Wood density
Canthium inerme,0.470548604427334,-28.51,32.38,4,Wood density
Catunaregam obovata,0.615245737211635,-28.51,32.38,4,Wood density
Celtis africana,0.641485148514851,-28.51,32.38,4,Wood density
Chaetachme aristata,0.547407407407407,-28.51,32.38,4,Wood density
Deinbollia oblongifolia,0.556534090909091,-28.51,32.38,4,Wood density
Drypetes natalensis,0.651255230125523,-28.51,32.38,4,Wood density
Erythroxylum emarginatum,0.720164609053498,-28.51,32.38,4,Wood density
Olea woodiana,0.698487903225806,-28.51,32.38,4,Wood density
Pavetta capensis,0.648151848151848,-28.51,32.38,4,Wood density
Psychotria capensis,0.510640608034745,-28.51,32.38,4,Wood density
Scolopia zeyheri,0.668061874431301,-28.51,32.38,4,Wood density
Sideroxylon inerme,0.647725072604066,-28.51,32.38,4,Wood density
Teclea gerrardii,0.633266733266733,-28.51,32.38,4,Wood density
Turraea floribunda,0.694868585732165,-28.51,32.38,4,Wood density
Volkameria glabra,0.597025171624714,-28.51,32.38,4,Wood density
Ziziphus mucronata,0.6316740519597002,-28.51,32.38,4,Wood density
Allophylus natalensis,0.6574449684380742,-28.51,32.39,4,Wood density
Apodytes dimidiata,0.594278283485046,-28.51,32.39,4,Wood density
Canthium inerme,0.57305037337854,-28.51,32.39,4,Wood density
Carissa bispinosa,0.6444221619012364,-28.51,32.39,4,Wood density
Celtis africana,0.6653718399491396,-28.51,32.39,4,Wood density
Chaetachme aristata,0.5658468636617454,-28.51,32.39,4,Wood density
Chionanthus peglerae,0.687914667883114,-28.51,32.39,4,Wood density
Clausena anisata,0.6621463788208923,-28.51,32.39,4,Wood density
Cordia caffra,0.595752427184466,-28.51,32.39,4,Wood density
Deinbollia oblongifolia,0.5622429841003836,-28.51,32.39,4,Wood density
Diospyros natalensis,0.6341190699131259,-28.51,32.39,4,Wood density
Dovyalis longispina,0.6085637298864391,-28.51,32.39,4,Wood density
Drypetes natalensis,0.571869485823982,-28.51,32.39,4,Wood density
Empogona coriacea,0.6238884297905216,-28.51,32.39,4,Wood density
Englerophytum natalense,0.6324399856366991,-28.51,32.39,4,Wood density
Erythrococca berberidea,0.6151720745348107,-28.51,32.39,4,Wood density
Erythroxylum emarginatum,0.706731813246471,-28.51,32.39,4,Wood density
Euclea natalensis,0.6423900789177,-28.51,32.39,4,Wood density
Euclea racemosa,0.652954048140044,-28.51,32.39,4,Wood density
Ficus lutea,0.530494821634062,-28.51,32.39,4,Wood density
Gymnosporia arenicola,0.5680928277947158,-28.51,32.39,4,Wood density
Mimusops caffra,0.619430814524043,-28.51,32.39,4,Wood density
Mimusops obovata,0.60990675990676,-28.51,32.39,4,Wood density
Ochna natalitia,0.6694573867499467,-28.51,32.39,4,Wood density
Olea woodiana,0.7265469191690995,-28.51,32.39,4,Wood density
Pavetta revoluta,0.7002513216975188,-28.51,32.39,4,Wood density
Psychotria capensis,0.5170032040934424,-28.51,32.39,4,Wood density
Psydrax obovata,0.702080443828017,-28.51,32.39,4,Wood density
Scolopia zeyheri,0.622029702970297,-28.51,32.39,4,Wood density
Sideroxylon inerme,0.659015217587213,-28.51,32.39,4,Wood density
Strychnos madagascariensis,0.7371071857499794,-28.51,32.39,4,Wood density
Teclea gerrardii,0.7258995563571012,-28.51,32.39,4,Wood density
Turraea floribunda,0.6521015624242478,-28.51,32.39,4,Wood density
Vangueria randii,0.6379474290481634,-28.51,32.39,4,Wood density
Volkameria glabra,0.6033113288891296,-28.51,32.39,4,Wood density
Ziziphus mucronata,0.664036259442105,-28.51,32.39,4,Wood density
Allophylus edulis,0.5490848567314324,-28.19,-50.74,4,Wood density
Annona rugulosa,0.36716695507142366,-28.19,-50.74,4,Wood density
Banara tomentosa,0.5907009590113521,-28.19,-50.74,4,Wood density
Campomanesia xanthocarpa,0.6721948251697764,-28.19,-50.74,4,Wood density
Casearia decandra,0.6110934590019718,-28.19,-50.74,4,Wood density
Cupania vernalis,0.5682668770092802,-28.19,-50.74,4,Wood density
Eugenia uniflora,0.8150310941432216,-28.19,-50.74,4,Wood density
Lonchocarpus campestris,0.6963444862296677,-28.19,-50.74,4,Wood density
Luehea divaricata,0.5127375936350722,-28.19,-50.74,4,Wood density
Matayba elaeagnoides,0.49558313212253696,-28.19,-50.74,4,Wood density
Myrcianthes gigantea,0.7285690645915809,-28.19,-50.74,4,Wood density
Myrcianthes pungens,0.6684423115567951,-28.19,-50.74,4,Wood density
Myrocarpus frondosus,0.6983260654715585,-28.19,-50.74,4,Wood density
Nectandra megapotamica,0.4154225140155115,-28.19,-50.74,4,Wood density
Ocotea puberula,0.445910597255183,-28.19,-50.74,4,Wood density
Parapiptadenia rigida,0.6683692449965175,-28.19,-50.74,4,Wood density
Pilocarpus pennatifolius,0.8213754868425533,-28.19,-50.74,4,Wood density
Sebastiania brasiliensis,0.6167273803501204,-28.19,-50.74,4,Wood density
Sebastiania commersoniana,0.596948179316804,-28.19,-50.74,4,Wood density
Allophylus edulis,0.5415120318411512,-27.86,-50.19,4,Wood density
Araucaria angustifolia,0.500192144302782,-27.86,-50.19,4,Wood density
Banara tomentosa,0.6836417813625117,-27.86,-50.19,4,Wood density
Calyptranthes concinna,0.6379190518795187,-27.86,-50.19,4,Wood density
Casearia decandra,0.6467076473080186,-27.86,-50.19,4,Wood density
Casearia obliqua,0.6694572899842214,-27.86,-50.19,4,Wood density
Cupania vernalis,0.5607479752780927,-27.86,-50.19,4,Wood density
Duranta vestita,0.45402828380670124,-27.86,-50.19,4,Wood density
Jacaranda puberula,0.3407191846806922,-27.86,-50.19,4,Wood density
Lamanonia ternata,0.508137005901046,-27.86,-50.19,4,Wood density
Matayba elaeagnoides,0.486818933846169,-27.86,-50.19,4,Wood density
Myrcia guianensis,0.7101356472204619,-27.86,-50.19,4,Wood density
Myrsine umbellata,0.5930823161701273,-27.86,-50.19,4,Wood density
Ocotea pulchella,0.4821286705076534,-27.86,-50.19,4,Wood density
Podocarpus lambertii,0.4258232472137547,-27.86,-50.19,4,Wood density
Sapium glandulosum,0.3199158185900426,-27.86,-50.19,4,Wood density
Zanthoxylum kleinii,0.5684181017796222,-27.86,-50.19,4,Wood density
Zanthoxylum rhoifolium,0.4330977169356651,-27.86,-50.19,4,Wood density
Allophylus edulis,0.5533183382973073,-27.74,-50.43,4,Wood density
Araucaria angustifolia,0.499027974348802,-27.74,-50.43,4,Wood density
Campomanesia xanthocarpa,0.6725538997396323,-27.74,-50.43,4,Wood density
Casearia decandra,0.6474016305639754,-27.74,-50.43,4,Wood density
Cinnamodendron dinisii,0.5502399105581683,-27.74,-50.43,4,Wood density
Cupania vernalis,0.6236641755501058,-27.74,-50.43,4,Wood density
Dalbergia frutescens,0.5503438795038245,-27.74,-50.43,4,Wood density
Dasyphyllum spinescens,0.6670516170025474,-27.74,-50.43,4,Wood density
Inga vera,0.5174520499333549,-27.74,-50.43,4,Wood density
Matayba elaeagnoides,0.5432623999209234,-27.74,-50.43,4,Wood density
Myrcia hatschbachii,0.7177219427973021,-27.74,-50.43,4,Wood density
Myrcia oblongata,0.7372143361278839,-27.74,-50.43,4,Wood density
Myrcia splendens,0.5739699713285249,-27.74,-50.43,4,Wood density
Nectandra lanceolata,0.4362476368165675,-27.74,-50.43,4,Wood density
Nectandra megapotamica,0.4750878071821769,-27.74,-50.43,4,Wood density
Ocotea puberula,0.3979478107890443,-27.74,-50.43,4,Wood density
Ocotea pulchella,0.4849394262314808,-27.74,-50.43,4,Wood density
Styrax leprosus,0.45150554110406543,-27.74,-50.43,4,Wood density
Zanthoxylum kleinii,0.6032563599686915,-27.74,-50.43,4,Wood density
Abarema brachystachya,0.537852445406013,-23.35,-44.85,4,Wood density
Alchornea triplinervia,0.439094536674443,-23.35,-44.85,4,Wood density
Amaioua intermedia,0.640075367191025,-23.35,-44.85,4,Wood density
Byrsonima ligustrifolia,0.466960794012663,-23.35,-44.85,4,Wood density
Calophyllum brasiliense,0.616924919864798,-23.35,-44.85,4,Wood density
Clusia criuva,0.613369777625708,-23.35,-44.85,4,Wood density
Couepia venosa,0.727178671146657,-23.35,-44.85,4,Wood density
Coussapoa microcarpa,0.556133818768743,-23.35,-44.85,4,Wood density
Endlicheria paniculata,0.374310822006965,-23.35,-44.85,4,Wood density
Euplassa cantareirae,0.467404059371464,-23.35,-44.85,4,Wood density
Faramea pachyantha,0.527548536095149,-23.35,-44.85,4,Wood density
Garcinia brasiliensis,0.678139353715588,-23.35,-44.85,4,Wood density
Guapira opposita,0.411509363965492,-23.35,-44.85,4,Wood density
Guarea macrophylla,0.53020700971803,-23.35,-44.85,4,Wood density
Guatteria australis,0.383788960815118,-23.35,-44.85,4,Wood density
Inga subnuda,0.629777816242263,-23.35,-44.85,4,Wood density
Jacaranda puberula,0.403174372114413,-23.35,-44.85,4,Wood density
Maytenus littoralis,0.697890138162332,-23.35,-44.85,4,Wood density
Miconia prasina,0.62813581703224,-23.35,-44.85,4,Wood density
Myrcia brasiliensis,0.564553669068498,-23.35,-44.85,4,Wood density
Myrcia racemosa,0.711427055836746,-23.35,-44.85,4,Wood density
Myrsine umbellata,0.564452488946076,-23.35,-44.85,4,Wood density
Nectandra oppositifolia,0.507786627872463,-23.35,-44.85,4,Wood density
Pera glabrata,0.55198747446209,-23.35,-44.85,4,Wood density
Roupala montana,0.661469644902634,-23.35,-44.85,4,Wood density
Schefflera angustissima,0.366960743809254,-23.35,-44.85,4,Wood density
Sloanea guianensis,0.636820149985116,-23.35,-44.85,4,Wood density
Swartzia simplex,0.680182305896379,-23.35,-44.85,4,Wood density
Tapirira guianensis,0.433682288979955,-23.35,-44.85,4,Wood density
Virola bicuhyba,0.3367538849550619,-23.35,-44.85,4,Wood density
Alchornea triplinervia,0.363580735029022,-23.33,-44.81,4,Wood density
Bathysa mendoncae,0.423639478237547,-23.33,-44.81,4,Wood density
Cabralea canjerana,0.531741475323848,-23.33,-44.81,4,Wood density
Chrysophyllum flexuosum,0.577467546018076,-23.33,-44.81,4,Wood density
Citronella paniculata,0.483167728796484,-23.33,-44.81,4,Wood density
Couepia venosa,0.665271025298386,-23.33,-44.81,4,Wood density
Coussarea accedens,0.472525816475159,-23.33,-44.81,4,Wood density
Dahlstedtia pinnata,0.419088609680812,-23.33,-44.81,4,Wood density
Ecclinusa ramiflora,0.511430906464385,-23.33,-44.81,4,Wood density
Eugenia brevistyla,0.60548553864641,-23.33,-44.81,4,Wood density
Garcinia brasiliensis,0.719092070089057,-23.33,-44.81,4,Wood density
Guapira opposita,0.387702225076705,-23.33,-44.81,4,Wood density
Guatteria australis,0.380607218769588,-23.33,-44.81,4,Wood density
Hirtella hebeclada,0.621598930728971,-23.33,-44.81,4,Wood density
Inga edulis,0.315074356357157,-23.33,-44.81,4,Wood density
Licania hoehnei,0.493385983657421,-23.33,-44.81,4,Wood density
Licaria armeniaca,0.492770580101455,-23.33,-44.81,4,Wood density
Mollinedia schottiana,0.475138867306714,-23.33,-44.81,4,Wood density
Ocotea dispersa,0.428821498032627,-23.33,-44.81,4,Wood density
Pausandra morisiana,0.502381603424383,-23.33,-44.81,4,Wood density
Pourouma guianensis,0.437308824231175,-23.33,-44.81,4,Wood density
Quararibea turbinata,0.609675641592931,-23.33,-44.81,4,Wood density
Rustia formosa,0.405687171567545,-23.33,-44.81,4,Wood density
Salacia grandifolia,0.533686938773478,-23.33,-44.81,4,Wood density
Schefflera angustissima,0.34584672876604305,-23.33,-44.81,4,Wood density
Schefflera calva,0.30696892975065,-23.33,-44.81,4,Wood density
Sloanea guianensis,0.588513151893626,-23.33,-44.81,4,Wood density
Sorocea bonplandii,0.632798161817363,-23.33,-44.81,4,Wood density
Swartzia simplex,0.77362405206664,-23.33,-44.81,4,Wood density
Tabernaemontana laeta,0.517687096543675,-23.33,-44.81,4,Wood density
Tachigali denudata,0.583925201460055,-23.33,-44.81,4,Wood density
Terminalia januarensis,0.608781192324093,-23.33,-44.81,4,Wood density
Virola bicuhyba,0.349289747463966,-23.33,-44.81,4,Wood density
Zollernia ilicifolia,0.730839414639475,-23.33,-44.81,4,Wood density
Eucalyptus urophylla,0.5300194080479402,-22.35,-46.96,4,Wood density
Eucalyptus urophylla,0.48537821014381444,-22.21,-48.13,4,Wood density
Eucalyptus urophylla,0.5120331974475394,-22.2,-48.14,4,Wood density
Eucalyptus urophylla,0.571023533,-22.2,-48.05,4,Wood density
Zygogynum pancheri,0.627626,-22.16,166.53,4,Wood density
Eucalyptus urophylla,0.46190369353018484,-22.12,-47.07,4,Wood density
Zygogynum crassifolium,0.658949,-22.1,166.5,4,Wood density
Araucaria laubenfelsii,0.79978333333333,-22.08,166.44,4,Wood density
Agathis ovata,0.55908333333333,-22.03,166.46,4,Wood density
Zygogynum pomiferum,0.574514,-21.34,165.46,4,Wood density
Adansonia fony,0.41,-20.45,44.81,4,Wood density
Adansonia za,0.38,-20.45,44.81,4,Wood density
Alphitonia excelsa,0.67,-19.18,145.75,4,Wood density
Brachychiton australis,0.25,-19.18,145.75,4,Wood density
Cochlospermum gillivraei,0.3,-19.18,145.75,4,Wood density
Gossia bidwillii,0.71,-19.18,145.75,4,Wood density
Astronium fraxinifolium,0.67,-18.66,-44,4,Wood density
Byrsonima coccolobifolia,0.5,-18.66,-44,4,Wood density
Curatella americana,0.51,-18.66,-44,4,Wood density
Eriotheca gracilipes,0.43,-18.66,-44,4,Wood density
Lafoensia pacari,0.6,-18.66,-44,4,Wood density
Piptocarpha rotundifolia,0.46,-18.66,-44,4,Wood density
Plathymenia reticulata,0.58,-18.66,-44,4,Wood density
Pouteria torta,0.59,-18.66,-44,4,Wood density
Pterodon emarginatus,0.68,-18.66,-44,4,Wood density
Qualea grandiflora,0.56,-18.66,-44,4,Wood density
Qualea parviflora,0.51,-18.66,-44,4,Wood density
Strychnos pseudoquina,0.7,-18.66,-44,4,Wood density
Stryphnodendron adstringens,0.54,-18.66,-44,4,Wood density
Pereskia sacharosa,0.57,-18.27,-64.15,4,Wood density
Acosmium cardenasii,0.7885156991598782,-16.12,-61.72,4,Wood density
Anadenanthera colubrina,0.6674784140685592,-16.12,-61.72,4,Wood density
Aspidosperma cylindrocarpon,0.44706762353182433,-16.12,-61.72,4,Wood density
Aspidosperma tomentosum,0.5192330857144992,-16.12,-61.72,4,Wood density
Bougainvillea modesta,0.5274767112866892,-16.12,-61.72,4,Wood density
Capparidastrum petiolare,0.5495088190067234,-16.12,-61.72,4,Wood density
Cariniana estrellensis,0.5389856620298186,-16.12,-61.72,4,Wood density
Cariniana ianeirensis,0.29816897063783,-16.12,-61.72,4,Wood density
Casearia gossypiosperma,0.7467693308345775,-16.12,-61.72,4,Wood density
Cecropia concolor,0.22347589058001266,-16.12,-61.72,4,Wood density
Cedrela fissilis,0.19460279165588198,-16.12,-61.72,4,Wood density
Ceiba samauma,0.3054289059020788,-16.12,-61.72,4,Wood density
Ceiba speciosa,0.18092928199581398,-16.12,-61.72,4,Wood density
Centrolobium microchaete,0.6106068859125454,-16.12,-61.72,4,Wood density
Combretum leprosum,0.6707201143229455,-16.12,-61.72,4,Wood density
Cordiera macrophylla,0.7860234516383953,-16.12,-61.72,4,Wood density
Erythroxylum daphnites,0.6308813691575216,-16.12,-61.72,4,Wood density
Ficus boliviana,0.2783724448540656,-16.12,-61.72,4,Wood density
Gallesia integrifolia,0.44577587726255674,-16.12,-61.72,4,Wood density
Handroanthus impetiginosus,0.6299203157943152,-16.12,-61.72,4,Wood density
Heliocarpus americanus,0.2045950876136516,-16.12,-61.72,4,Wood density
Hirtella triandra,0.6383109617798091,-16.12,-61.72,4,Wood density
Hura crepitans,0.1638996198638348,-16.12,-61.72,4,Wood density
Hymenaea courbaril,0.4435349065261036,-16.12,-61.72,4,Wood density
Jacaratia spinosa,0.1509844847916038,-16.12,-61.72,4,Wood density
Licaria triandra,0.49527187031994807,-16.12,-61.72,4,Wood density
Machaerium acutifolium,0.6063484666999621,-16.12,-61.72,4,Wood density
Neea laxa,0.45969867308066853,-16.12,-61.72,4,Wood density
Phyllostylon rhamnoides,0.738626772091246,-16.12,-61.72,4,Wood density
Plinia cauliflora,1.2424963196852798,-16.12,-61.72,4,Wood density
Pogonopus tubulosus,0.8057267194289408,-16.12,-61.72,4,Wood density
Pourouma cecropiifolia,0.2432618003992967,-16.12,-61.72,4,Wood density
Pouteria macrophylla,0.4279870031706826,-16.12,-61.72,4,Wood density
Pouteria nemorosa,0.4237755533400134,-16.12,-61.72,4,Wood density
Pseudolmedia laevis,0.6244928016456613,-16.12,-61.72,4,Wood density
Psidium sartorianum,0.8482623547497927,-16.12,-61.72,4,Wood density
Pterogyne nitens,0.7033301833050778,-16.12,-61.72,4,Wood density
Sapindus saponaria,0.4224923130622334,-16.12,-61.72,4,Wood density
Sapium glandulosum,0.2917576014880684,-16.12,-61.72,4,Wood density
Schizolobium parahyba,0.42668527007895285,-16.12,-61.72,4,Wood density
Simira rubescens,0.5343946599253506,-16.12,-61.72,4,Wood density
Solanum riparium,0.20241987536020645,-16.12,-61.72,4,Wood density
Spondias mombin,0.2527254414855337,-16.12,-61.72,4,Wood density
Sweetia fruticosa,0.6840506417359956,-16.12,-61.72,4,Wood density
Swietenia macrophylla,0.3220838550663991,-16.12,-61.72,4,Wood density
Terminalia oblonga,0.5496021172479609,-16.12,-61.72,4,Wood density
Trema micrantha,0.3278123136064602,-16.12,-61.72,4,Wood density
Trichilia elegans,0.6566079366737471,-16.12,-61.72,4,Wood density
Urera baccifera,0.12314815167792562,-16.12,-61.72,4,Wood density
Urera caracasana,0.2193324175243005,-16.12,-61.72,4,Wood density
Zanthoxylum monogynum,0.7826429975752711,-16.12,-61.72,4,Wood density
Zygogynum semecarpoides,0.408366,-16.08,145.4,4,Wood density
Aspidosperma tomentosum,0.5457177088706967,-15.93,-47.88,4,Wood density
Blepharocalyx salicifolius,0.4489001149796859,-15.93,-47.88,4,Wood density
Caryocar brasiliense,0.39269025395705587,-15.93,-47.88,4,Wood density
Dalbergia miscolobium,0.6089793916144457,-15.93,-47.88,4,Wood density
Eriotheca pubescens,0.5440437176515464,-15.93,-47.88,4,Wood density
Guapira areolata,0.46,-15.93,-47.88,4,Wood density
Guapira noxia,0.4969993293082834,-15.93,-47.88,4,Wood density
Guarea guidonia,0.467,-15.93,-47.88,4,Wood density
Hymenaea martiana,0.56,-15.93,-47.88,4,Wood density
Hymenaea stigonocarpa,0.72,-15.93,-47.88,4,Wood density
Kielmeyera coriacea,0.531506335349025,-15.93,-47.88,4,Wood density
Miconia cuspidata,0.74,-15.93,-47.88,4,Wood density
Myrsine coriacea,0.62,-15.93,-47.88,4,Wood density
Ouratea hexasperma,0.427080819406715,-15.93,-47.88,4,Wood density
Qualea grandiflora,0.5642223357603272,-15.93,-47.88,4,Wood density
Qualea parviflora,0.4433913193663213,-15.93,-47.88,4,Wood density
Schefflera macrocarpa,0.5401021815120958,-15.93,-47.88,4,Wood density
Styrax ferrugineus,0.49,-15.93,-47.88,4,Wood density
Styrax pohlii,0.54,-15.93,-47.88,4,Wood density
Vochysia thyrsoidea,0.42,-15.93,-47.88,4,Wood density
Aspidosperma cylindrocarpon,0.706619874515139,-15.75,-63,4,Wood density
Aspidosperma rigidum,0.705408494330967,-15.75,-63,4,Wood density
Cariniana estrellensis,0.644796380090498,-15.75,-63,4,Wood density
Cariniana ianeirensis,0.360469390495802,-15.75,-63,4,Wood density
Casearia gossypiosperma,0.745862049856851,-15.75,-63,4,Wood density
