accepted_bin,obs_value,LAT,LON,TraitID,trait_short
Ocotea corymbosa,0.177,NA,NA,46,Leaf thickness
Ocotea dendrodaphne,0.12541267646849877,NA,NA,46,Leaf thickness
Ocotea glaziovii,0.196,NA,NA,46,Leaf thickness
Ocotea indecora,0.15700000000000003,NA,NA,46,Leaf thickness
Ocotea lancifolia,0.203,NA,NA,46,Leaf thickness
Ocotea odorifera,0.169,NA,NA,46,Leaf thickness
Ocotea puberula,0.164,NA,NA,46,Leaf thickness
Ocotea pulchella,0.23,NA,NA,46,Leaf thickness
Ocotea rubriflora,0.1421803964670251,NA,NA,46,Leaf thickness
Ocotea silvestris,0.13300000000000003,NA,NA,46,Leaf thickness
Ocotea uxpanapana,0.13842854946580052,NA,NA,46,Leaf thickness
Olea europaea,0.26508227199248136,NA,NA,46,Leaf thickness
Omphalea oleifera,0.2076499934214079,NA,NA,46,Leaf thickness
Oreopanax guatemalensis,0.2836116774243155,NA,NA,46,Leaf thickness
Ormosia isthmensis,0.14025661946237503,NA,NA,46,Leaf thickness
Orthion oblanceolatum,0.14154009934232953,NA,NA,46,Leaf thickness
Orthion subsessile,0.19710403344427022,NA,NA,46,Leaf thickness
Ouratea vaccinioides,0.21,NA,NA,46,Leaf thickness
Pachira aquatica,0.19042153881262117,NA,NA,46,Leaf thickness
Palicourea tetragona,0.08338810502082335,NA,NA,46,Leaf thickness
Pera glabrata,0.22100000000000003,NA,NA,46,Leaf thickness
Persea americana,0.15099340643401693,NA,NA,46,Leaf thickness
Picea sitchensis,0.45663343372433546,NA,NA,46,Leaf thickness
Pimenta dioica,0.2160967930387725,NA,NA,46,Leaf thickness
Pinus canariensis,0.4002843658324238,NA,NA,46,Leaf thickness
Pinus sylvestris,0.5021205476992487,NA,NA,46,Leaf thickness
Piper aequale,0.09457416090031759,NA,NA,46,Leaf thickness
Piper amalago,0.08537576520106348,NA,NA,46,Leaf thickness
Piper sanctum,0.12609137081007238,NA,NA,46,Leaf thickness
Piptadenia paniculata,0.07899999999999999,NA,NA,46,Leaf thickness
Piptocarpha axillaris,0.284,NA,NA,46,Leaf thickness
Pistacia lentiscus,0.298872447894533,NA,NA,46,Leaf thickness
Pistacia terebinthus,0.427027027027027,NA,NA,46,Leaf thickness
Pithecellobium hymenaeafolium,0.1132659083309715,NA,NA,46,Leaf thickness
Pithecellobium macrandrium,0.13746199125913472,NA,NA,46,Leaf thickness
Platanus orientalis,0.338461538461538,NA,NA,46,Leaf thickness
Platymiscium dimorphandrum,0.12339486637838472,NA,NA,46,Leaf thickness
Platymiscium floribundum,0.15200000000000002,NA,NA,46,Leaf thickness
Pleuranthodendron lindenii,0.10739542055878476,NA,NA,46,Leaf thickness
Podocarpus lambertii,0.113,NA,NA,46,Leaf thickness
Podocarpus macrophyllus,0.3320182378065479,NA,NA,46,Leaf thickness
Populus alba,0.18777122863728135,NA,NA,46,Leaf thickness
Populus deltoides,0.434210526315789,NA,NA,46,Leaf thickness
Populus mexicana,0.2431971446193734,NA,NA,46,Leaf thickness
Posoqueria latifolia,0.327,NA,NA,46,Leaf thickness
Pouteria campechiana,0.11000000000000001,NA,NA,46,Leaf thickness
Pouteria reticulata,0.135,NA,NA,46,Leaf thickness
Pouteria sapota,0.1595927810609233,NA,NA,46,Leaf thickness
Prosopis glandulosa,0.20520532318624635,NA,NA,46,Leaf thickness
Protea eximia,0.466666666666667,NA,NA,46,Leaf thickness
Protea lorifolia,0.766666666666667,NA,NA,46,Leaf thickness
Protea mundii,0.433333333333333,NA,NA,46,Leaf thickness
Protea nitida,0.5375,NA,NA,46,Leaf thickness
Protea repens,0.616666666666667,NA,NA,46,Leaf thickness
Protium confusum,0.10072175366619897,NA,NA,46,Leaf thickness
Protium multiramiflorum,0.16607505956357613,NA,NA,46,Leaf thickness
Prunus avium,0.144,NA,NA,46,Leaf thickness
Prunus laurocerasus,0.3035932373116708,NA,NA,46,Leaf thickness
Prunus lusitanica,0.20362771980292851,NA,NA,46,Leaf thickness
Prunus spinosa,0.14744537829523502,NA,NA,46,Leaf thickness
Pseudolmedia glabrata,0.09211151586482189,NA,NA,46,Leaf thickness
Psidium guajava,0.16576400863388135,NA,NA,46,Leaf thickness
Psychotria clivorum,0.13739225441295927,NA,NA,46,Leaf thickness
Psychotria vellosiana,0.146,NA,NA,46,Leaf thickness
Pyrus communis,0.269230769230769,NA,NA,46,Leaf thickness
Quararibea funebris,0.15909674064807786,NA,NA,46,Leaf thickness
Quararibea yunckeri,0.1299427274475201,NA,NA,46,Leaf thickness
Quassia amara,0.07590669947954516,NA,NA,46,Leaf thickness
Quercus agrifolia,0.19734833188255968,NA,NA,46,Leaf thickness
Quercus cerris,0.0999139837318581,NA,NA,46,Leaf thickness
Quercus ilex,0.19173618973796877,NA,NA,46,Leaf thickness
Quercus petraea,0.12713431594408067,NA,NA,46,Leaf thickness
Quercus robur,0.10995638397121792,NA,NA,46,Leaf thickness
Quercus suber,0.18862866551625798,NA,NA,46,Leaf thickness
Quercus turbinella,0.18970577936094946,NA,NA,46,Leaf thickness
Quercus virginiana,0.2542655709895739,NA,NA,46,Leaf thickness
Renistipula galeottii,0.09287515199612428,NA,NA,46,Leaf thickness
Rhamnus alaternus,0.155103904329098,NA,NA,46,Leaf thickness
Rhamnus cathartica,0.13085428231517007,NA,NA,46,Leaf thickness
Rinorea guatemalensis,0.11612109094348419,NA,NA,46,Leaf thickness
Rinorea hummelii,0.13663482141068609,NA,NA,46,Leaf thickness
Rochefortia lundellii,0.1899680304869461,NA,NA,46,Leaf thickness
Rollinia mucosa,0.13883870194957407,NA,NA,46,Leaf thickness
Salix caprea,0.13368439371076604,NA,NA,46,Leaf thickness
Sambucus nigra,0.20167374810482674,NA,NA,46,Leaf thickness
Sapindus saponaria,0.16829514737678988,NA,NA,46,Leaf thickness
Sapium lateriflorum,0.18382278308458772,NA,NA,46,Leaf thickness
Saurauia scabrida,0.20913981956964378,NA,NA,46,Leaf thickness
Saurauia yasicae,0.1432479167187774,NA,NA,46,Leaf thickness
Schefflera angustissima,0.27,NA,NA,46,Leaf thickness
Schefflera morototoni,0.21,NA,NA,46,Leaf thickness
Senna multijuga,0.04000000000000001,NA,NA,46,Leaf thickness
Sessea regnellii,0.134,NA,NA,46,Leaf thickness
Sideroxylon portoricense,0.15233618541225613,NA,NA,46,Leaf thickness
Siparuna thecaphora,0.11240568226488018,NA,NA,46,Leaf thickness
Sloanea guianensis,0.163,NA,NA,46,Leaf thickness
Sloanea medusula,0.11872997999395468,NA,NA,46,Leaf thickness
Sloanea tuerckheimii,0.12500000000000003,NA,NA,46,Leaf thickness
Solanum sanctae-katharinae,0.122,NA,NA,46,Leaf thickness
Solanum schlechtendalianum,0.08717608385053824,NA,NA,46,Leaf thickness
Sorbus aria,0.144,NA,NA,46,Leaf thickness
Sorbus aucuparia,0.14598630072715726,NA,NA,46,Leaf thickness
Swartzia guatemalensis,0.11488415802583653,NA,NA,46,Leaf thickness
Swietenia macrophylla,0.11197022052804319,NA,NA,46,Leaf thickness
Symplocos tenuifolia,0.15,NA,NA,46,Leaf thickness
Tabernaemontana donnell-smithii,0.09633808841128026,NA,NA,46,Leaf thickness
Tabernaemontana litoralis,0.09826227349234833,NA,NA,46,Leaf thickness
Tapirira guianensis,0.173,NA,NA,46,Leaf thickness
Tapirira mexicana,0.12529246075850267,NA,NA,46,Leaf thickness
Taxus baccata,0.28838728943255043,NA,NA,46,Leaf thickness
Tetrorchidium rotundatum,0.1710440877145882,NA,NA,46,Leaf thickness
Tetrorchidium rubrivenium,0.293,NA,NA,46,Leaf thickness
Tilia cordata,0.14,NA,NA,46,Leaf thickness
Trichilia breviflora,0.10393318987021588,NA,NA,46,Leaf thickness
Trichilia erythrocarpa,0.07491652741659154,NA,NA,46,Leaf thickness
Trichilia martiana,0.12339339948662244,NA,NA,46,Leaf thickness
Trophis mexicana,0.08651152225563503,NA,NA,46,Leaf thickness
Ulmus glabra,0.13754982714026212,NA,NA,46,Leaf thickness
Urera caracasana,0.1054885349271376,NA,NA,46,Leaf thickness
Vantanea compacta,0.31800000000000006,NA,NA,46,Leaf thickness
Virola bicuhyba,0.156,NA,NA,46,Leaf thickness
Virola koschnyi,0.1566995986968796,NA,NA,46,Leaf thickness
Wimmeria bartlettii,0.11487306603211461,NA,NA,46,Leaf thickness
Xylopia brasiliensis,0.08100000000000002,NA,NA,46,Leaf thickness
Zanthoxylum riedelianum,0.13228756555322957,NA,NA,46,Leaf thickness
Zygia peckii,0.07,NA,NA,46,Leaf thickness
Coprosma robusta,0.26892430279,-43.53,172.7,48,Leaf density
Melaleuca gibbosa,0.74349027409,-42.98,147.53,48,Leaf density
Banksia marginata,0.43328508113553993,-36.1,140.52,48,Leaf density
Eucalyptus foecunda,0.6633083743252248,-36.1,140.52,48,Leaf density
Eucalyptus incrassata,0.7212942173228525,-36.1,140.52,48,Leaf density
Melaleuca uncinata,0.5074466851935296,-36.1,140.52,48,Leaf density
Eucalyptus diversifolia,0.5985528652865711,-35.58,139.77,48,Leaf density
Pinus radiata,0.4066871089280819,-35.23,148.93,48,Leaf density
Agathis australis,0.44563279857,-35.22,173.73,48,Leaf density
Beilschmiedia tarairi,0.44091710758,-35.22,173.73,48,Leaf density
Beilschmiedia tawa,0.58823529412,-35.22,173.73,48,Leaf density
Caldcluvia rosifolia,0.29411764706,-35.22,173.73,48,Leaf density
Corynocarpus laevigatus,0.24987506247,-35.22,173.73,48,Leaf density
Dacrycarpus dacrydioides,0.52742616034,-35.22,173.73,48,Leaf density
Dacrydium cupressinum,0.32362459547,-35.22,173.73,48,Leaf density
Dysoxylum spectabile,0.33112582781000005,-35.22,173.73,48,Leaf density
Elaeocarpus dentatus,0.60096153846,-35.22,173.73,48,Leaf density
Hedycarya arborea,0.3007518797,-35.22,173.73,48,Leaf density
Ixerba brexioides,0.43066322136,-35.22,173.73,48,Leaf density
Knightia excelsa,0.5291005291,-35.22,173.73,48,Leaf density
Laurelia novae-zelandiae,0.25354969574,-35.22,173.73,48,Leaf density
Leptospermum scoparium,0.59701492537,-35.22,173.73,48,Leaf density
Melicytus ramiflorus,0.28200789622,-35.22,173.73,48,Leaf density
Metrosideros robusta,0.6157635468,-35.22,173.73,48,Leaf density
Nestegis lanceolata,0.51466803911,-35.22,173.73,48,Leaf density
Olearia rani,0.27777777778,-35.22,173.73,48,Leaf density
Phyllocladus trichomanoides,0.5787037037,-35.22,173.73,48,Leaf density
Prumnopitys ferruginea,0.58548009368,-35.22,173.73,48,Leaf density
Vitex lucens,0.27233115468,-35.22,173.73,48,Leaf density
Weinmannia silvicola,0.46860356139,-35.22,173.73,48,Leaf density
Banksia marginata,0.4275371288975161,-34.98,138.67,48,Leaf density
Eucalyptus baxteri,0.5681818181809091,-34.98,138.67,48,Leaf density
Eucalyptus obliqua,0.5443789422630924,-34.98,138.67,48,Leaf density
Eucalyptus leucoxylon,0.6228205815010809,-34.95,138.63,48,Leaf density
Eucalyptus microcarpa,0.6308841221018993,-34.95,138.63,48,Leaf density
Eucalyptus viminalis,0.534421411120645,-34.95,138.63,48,Leaf density
Eucalyptus socialis,0.6068204830371038,-34.38,139.33,48,Leaf density
Eucalyptus socialis,0.5975963754320577,-34.28,141.17,48,Leaf density
Eucalyptus incrassata,0.5583403824294809,-34.18,139.98,48,Leaf density
Eucalyptus socialis,0.5975963754320577,-34.18,139.98,48,Leaf density
Trochocarpa laurina,0.45533509882,-34.14,151.03,48,Leaf density
Melaleuca nodosa,0.39350784018,-34.08,151.13,48,Leaf density
Leptospermum laevigatum,0.54071285139,-34.07,151.13,48,Leaf density
Leucopogon parviflorus,0.40877445747,-34.07,151.13,48,Leaf density
Protea nitida,0.3333333333316665,-33.98,19.73,48,Leaf density
Eucalyptus incrassata,0.555555555557778,-33.98,143.72,48,Leaf density
Eucalyptus incrassata,0.5611391687704533,-33.98,145.72,48,Leaf density
Agonis flexuosa,0.526,-33.95,120.11,48,Leaf density
Banksia speciosa,0.675,-33.95,120.11,48,Leaf density
Eucalyptus tetragona,0.4753430340291104,-33.95,120.11,48,Leaf density
Hakea cucullata,0.427,-33.95,120.11,48,Leaf density
Agonis flexuosa,0.5196850393700395,-33.95,120.12,48,Leaf density
Banksia aemula,0.6447969031601745,-33.95,120.12,48,Leaf density
Banksia speciosa,0.6697588126179775,-33.95,120.12,48,Leaf density
Eucalyptus tetragona,0.4736252897463833,-33.95,120.12,48,Leaf density
Hakea cucullata,0.426470588237647,-33.95,120.12,48,Leaf density
Eucalyptus behriana,0.5933877725058433,-33.92,147.2,48,Leaf density
Melaleuca lanceolata,0.7522304762452539,-33.92,147.2,48,Leaf density
Acacia linifolia,0.20280684675999996,-33.8,151.2,48,Leaf density
Acacia longifolia,0.23516242669000004,-33.8,151.2,48,Leaf density
Acacia terminalis,0.44103378319,-33.8,151.2,48,Leaf density
Allocasuarina littoralis,0.20594098555,-33.8,151.2,48,Leaf density
Angophora hispida,0.70609501214,-33.8,151.2,48,Leaf density
Banksia ericifolia,0.23784380322,-33.8,151.2,48,Leaf density
Banksia marginata,0.48861526434,-33.8,151.2,48,Leaf density
Banksia serrata,0.39234149404,-33.8,151.2,48,Leaf density
Banksia spinulosa,0.56031826077,-33.8,151.2,48,Leaf density
Callicoma serratifolia,0.25121083623,-33.8,151.2,48,Leaf density
Ceratopetalum gummiferum,0.26219604923,-33.8,151.2,48,Leaf density
Cinnamomum camphora,0.29952315913,-33.8,151.2,48,Leaf density
Corymbia gummifera,0.38580544603,-33.8,151.2,48,Leaf density
Elaeocarpus reticulatus,0.37060646041,-33.8,151.2,48,Leaf density
Eucalyptus haemastoma,0.44618954132,-33.8,151.2,48,Leaf density
Hakea sericea,0.17612579609000004,-33.8,151.2,48,Leaf density
Homalanthus populifolius,0.17749378772,-33.8,151.2,48,Leaf density
Ilex aquifolium,0.27872544429,-33.8,151.2,48,Leaf density
Leptospermum trinervium,0.63548551093,-33.8,151.2,48,Leaf density
Ligustrum lucidum,0.26469591733,-33.8,151.2,48,Leaf density
Ligustrum sinense,0.28080895444,-33.8,151.2,48,Leaf density
Ochna serrulata,0.48990789732,-33.8,151.2,48,Leaf density
Olea europaea,0.31373139573,-33.8,151.2,48,Leaf density
Pittosporum undulatum,0.48440224763,-33.8,151.2,48,Leaf density
Senna pendula,0.24148756338999997,-33.8,151.2,48,Leaf density
Tristaniopsis laurina,0.37101346037,-33.8,151.2,48,Leaf density
Acacia myrtifolia,0.407,-33.68,151.13,48,Leaf density
Angophora hispida,0.461,-33.68,151.13,48,Leaf density
Banksia marginata,0.575,-33.68,151.13,48,Leaf density
Banksia serrata,0.496,-33.68,151.13,48,Leaf density
Corymbia gummifera,0.555,-33.68,151.13,48,Leaf density
Leptospermum trinervium,0.66885423242,-33.68,151.14,48,Leaf density
Melaleuca hypericifolia,0.46617054384,-33.68,151.14,48,Leaf density
Acacia falcata,0.486,-33.65,150.7,48,Leaf density
Banksia spinulosa,0.517,-33.65,150.7,48,Leaf density
Eucalyptus fibrosa,0.511,-33.65,150.7,48,Leaf density
Eucalyptus haemastoma,0.423,-33.65,150.7,48,Leaf density
Banksia aemula,0.445,-33.6,150.71,48,Leaf density
Eucalyptus racemosa,0.526,-33.6,150.71,48,Leaf density
Eucalyptus umbra,0.486,-33.56,151.28,48,Leaf density
Notelaea longifolia,0.548,-33.56,151.28,48,Leaf density
Syncarpia glomulifera,0.542,-33.56,151.28,48,Leaf density
Synoum glandulosum,0.31,-33.56,151.28,48,Leaf density
Kageneckia oblonga,0.467532467531234,-33.5,-70.75,48,Leaf density
Eucalyptus salubris,0.06780713451952232,-33.45,120.03,48,Leaf density
Acacia longifolia,0.357,-33.45,151.06,48,Leaf density
Banksia integrifolia,0.439,-33.45,151.06,48,Leaf density
Banksia serrata,0.453,-33.45,151.06,48,Leaf density
Macadamia ternifolia,0.515,-33.45,151.06,48,Leaf density
Pittosporum undulatum,0.466,-33.45,151.06,48,Leaf density
Polyscias sambucifolia,0.303,-33.45,151.06,48,Leaf density
Eucalyptus salubris,0.07319874855181702,-33.3,119.02,48,Leaf density
Acacia doratoxylon,0.4393961638244153,-33.3,148.68,48,Leaf density
Acacia havilandiorum,0.790692134391942,-33.3,148.68,48,Leaf density
Banksia marginata,0.348481932436323,-33.3,148.68,48,Leaf density
Brachychiton populneus,0.46387012746405815,-33.3,148.68,48,Leaf density
Corymbia gummifera,0.5480108335953697,-33.3,148.68,48,Leaf density
Dodonaea viscosa,0.4467494968551684,-33.3,148.68,48,Leaf density
Eremophila longifolia,0.43009577936285964,-33.3,148.68,48,Leaf density
Eucalyptus dumosa,0.6083597012782526,-33.3,148.68,48,Leaf density
Eucalyptus haemastoma,0.4954637272427428,-33.3,148.68,48,Leaf density
Eucalyptus intertexta,0.4766584705660429,-33.3,148.68,48,Leaf density
Eucalyptus socialis,0.6027601699144519,-33.3,148.68,48,Leaf density
Eucalyptus umbra,0.4597603581640546,-33.3,148.68,48,Leaf density
Santalum acuminatum,0.34185761759214955,-33.3,148.68,48,Leaf density
Syncarpia glomulifera,0.2330402641869402,-33.3,148.68,48,Leaf density
Synoum glandulosum,0.35369874863816075,-33.3,148.68,48,Leaf density
Eucalyptus salubris,0.0719503713675916,-33.24,119.55,48,Leaf density
Melaleuca uncinata,0.49723466354,-32.97,146.14,48,Leaf density
Eucalyptus salubris,0.06928952075481945,-32.03,120.82,48,Leaf density
Trochocarpa montana,0.40678939198,-31.9,151.53,48,Leaf density
Eucalyptus salubris,0.06777521514048201,-31.87,118.17,48,Leaf density
Aspidosperma quebracho-blanco,0.57524160147,-31.71,-66.39,48,Leaf density
Atamisquea emarginata,0.34305317323999995,-31.71,-66.39,48,Leaf density
Bulnesia retamo,0.67824199674,-31.71,-66.39,48,Leaf density
Celtis pallida,0.27199782402,-31.71,-66.39,48,Leaf density
Celtis tala,0.26385224274,-31.71,-66.39,48,Leaf density
Geoffroea decorticans,0.33413525795,-31.71,-66.39,48,Leaf density
Mimozyganthus carinatus,0.3003003003,-31.71,-66.39,48,Leaf density
Nicotiana glauca,0.24366471735000003,-31.71,-66.39,48,Leaf density
Polylepis australis,0.4567044209,-31.71,-66.39,48,Leaf density
Prosopis flexuosa,0.19100372457000003,-31.71,-66.39,48,Leaf density
Stetsonia coryne,0.23241760795999997,-31.71,-66.39,48,Leaf density
Eucalyptus salubris,0.07498584873994063,-30.99,121.12,48,Leaf density
Eucalyptus salubris,0.06613751778966581,-30.52,121.79,48,Leaf density
Eucalyptus salubris,0.06662789385807945,-30.19,120.65,48,Leaf density
Eucalyptus salubris,0.07478910680983328,-30.15,123.32,48,Leaf density
Banksia aemula,0.43509952218204956,-26.35,153,48,Leaf density
Melaleuca sieberi,1,-26.35,153,48,Leaf density
Nectandra oppositifolia,0.46428571429,-26.07,-48.63,48,Leaf density
Piper amalago,0.31761364675,-24.6,-64.7,48,Leaf density
Alchornea glandulosa,0.044756666188000005,-23.23,-45.01,48,Leaf density
Alchornea triplinervia,0.05287667507,-23.23,-45.01,48,Leaf density
Bathysa australis,0.039124613973999994,-23.23,-45.01,48,Leaf density
Cabralea canjerana,0.040872286359999996,-23.23,-45.01,48,Leaf density
Calyptranthes lucida,0.042384579242,-23.23,-45.01,48,Leaf density
Campomanesia guaviroba,0.059389689250999994,-23.23,-45.01,48,Leaf density
Cecropia glaziovii,0.060963842048000004,-23.23,-45.01,48,Leaf density
Chrysophyllum viride,0.039659458695999995,-23.23,-45.01,48,Leaf density
Cordia sellowiana,0.049281846786000005,-23.23,-45.01,48,Leaf density
Cordia trichoclada,0.048154155641,-23.23,-45.01,48,Leaf density
Croton macrobothrys,0.049971137527,-23.23,-45.01,48,Leaf density
Eugenia batingabranca,0.046070468437999994,-23.23,-45.01,48,Leaf density
Guapira areolata,0.035487394585,-23.23,-45.01,48,Leaf density
Guapira opposita,0.027092353425000004,-23.23,-45.01,48,Leaf density
Guarea macrophylla,0.029329619893,-23.23,-45.01,48,Leaf density
Hieronyma alchorneoides,0.03431216637900001,-23.23,-45.01,48,Leaf density
Hirtella hebeclada,0.053675631622,-23.23,-45.01,48,Leaf density
Inga capitata,0.03687950238899999,-23.23,-45.01,48,Leaf density
Inga sessilis,0.04729261359900001,-23.23,-45.01,48,Leaf density
Jacaranda puberula,0.04900802251300001,-23.23,-45.01,48,Leaf density
Licania kunthiana,0.047953407376000005,-23.23,-45.01,48,Leaf density
Marlierea tomentosa,0.03665041914500001,-23.23,-45.01,48,Leaf density
Mollinedia engleriana,0.02361101147,-23.23,-45.01,48,Leaf density
Mollinedia glabra,0.022477489213999998,-23.23,-45.01,48,Leaf density
Mollinedia schottiana,0.035173442609999994,-23.23,-45.01,48,Leaf density
Myrcia amplexicaulis,0.07447037528600002,-23.23,-45.01,48,Leaf density
Pouteria caimito,0.048360651001999995,-23.23,-45.01,48,Leaf density
Schefflera calva,0.039245362769,-23.23,-45.01,48,Leaf density
Senna macranthera,0.10972633047000002,-23.23,-45.01,48,Leaf density
Solanum cinnamomeum,0.035626530321,-23.23,-45.01,48,Leaf density
Oncostemum nervosum,0.23854788489551115,-21.5,47.73,48,Leaf density
Entada louvelii,0.4564647056134247,-21.49,47.71,48,Leaf density
Oncostemum nervosum,0.4004688654821764,-21.49,47.71,48,Leaf density
Canarium madagascariense,0.5089294252381998,-21.49,47.72,48,Leaf density
Cryptocarya acuminata,0.3573008957987249,-21.49,47.72,48,Leaf density
Cryptocarya ovalifolia,0.3731524905344627,-21.49,47.72,48,Leaf density
Dombeya antsianakensis,0.20351334383974,-21.49,47.72,48,Leaf density
Entada louvelii,0.24547780416212053,-21.49,47.72,48,Leaf density
Ficus brachyclada,0.28195824964381083,-21.49,47.72,48,Leaf density
Ficus rubra,0.38146527277838227,-21.49,47.72,48,Leaf density
Mammea bongo,0.29368808813141956,-21.49,47.72,48,Leaf density
Oncostemum nervosum,0.230562280060932,-21.49,47.72,48,Leaf density
Plagioscyphus louvelii,0.4589801397496776,-21.49,47.72,48,Leaf density
Tambourissa thouvenotii,0.24767103683671052,-21.49,47.72,48,Leaf density
Beilschmiedia velutina,0.16149464518817147,-21.49,47.73,48,Leaf density
Canarium madagascariense,0.444978762112702,-21.49,47.73,48,Leaf density
Carissa spinarum,0.2497815207872979,-21.49,47.73,48,Leaf density
Tina striata,0.33538221202912333,-21.49,47.73,48,Leaf density
Beilschmiedia velutina,0.18029918176996046,-21.48,47.71,48,Leaf density
Canarium madagascariense,0.4453890646192769,-21.48,47.72,48,Leaf density
Cryptocarya acuminata,0.266928720624589,-21.48,47.72,48,Leaf density
Entada louvelii,0.46189451542720156,-21.48,47.72,48,Leaf density
Mammea bongo,0.33929378228899604,-21.48,47.8,48,Leaf density
Harungana madagascariensis,0.41130036996632335,-21.45,47.68,48,Leaf density
Macaranga myriolepida,0.5274843245260681,-21.45,47.68,48,Leaf density
Brachylaena ramiflora,0.15931689274,-21.45,47.7,48,Leaf density
Carissa spinarum,0.2988337835490668,-21.45,47.7,48,Leaf density
Chrysophyllum boivinianum,0.44922095913146193,-21.45,47.7,48,Leaf density
Cryptocarya thouvenotii,0.44036969814379223,-21.45,47.7,48,Leaf density
Ephippiandra madagascariensis,0.3797951957066726,-21.45,47.7,48,Leaf density
Ficus pachyclada,0.05000312007298389,-21.45,47.7,48,Leaf density
Garcinia aphanophlebia,0.4456720206207924,-21.45,47.7,48,Leaf density
Macaranga myriolepida,0.5471562732945653,-21.45,47.7,48,Leaf density
Ocotea racemosa,0.6210404581155401,-21.45,47.7,48,Leaf density
Pittosporum verticillatum,0.25409731927,-21.45,47.7,48,Leaf density
Plagioscyphus louvelii,0.36336984380489223,-21.45,47.7,48,Leaf density
Potameia chartacea,0.6107063121995912,-21.45,47.7,48,Leaf density
Sloanea rhodantha,0.6698788185009261,-21.45,47.7,48,Leaf density
Viguieranthus longiracemosus,0.41837994221935704,-21.45,47.7,48,Leaf density
Cryptocarya thouvenotii,0.41189247534772333,-21.45,47.71,48,Leaf density
Polyscias ornifolia,0.25781211881233523,-21.45,47.71,48,Leaf density
Potameia chartacea,0.47038381149319763,-21.45,47.71,48,Leaf density
Sloanea rhodantha,0.44695822815961433,-21.45,47.71,48,Leaf density
Tina striata,0.37035321710257446,-21.45,47.71,48,Leaf density
Ficus brachyclada,0.35097968973986676,-21.44,47.68,48,Leaf density
Allophylus cobbe,0.37977902113623674,-21.44,47.7,48,Leaf density
Aphloia theiformis,0.578660407,-21.44,47.7,48,Leaf density
Brachylaena ramiflora,0.200335122,-21.44,47.7,48,Leaf density
Bremeria erectiloba,0.3785151195820877,-21.44,47.7,48,Leaf density
Bridelia tulasneana,0.2954695877754399,-21.44,47.7,48,Leaf density
Calophyllum paniculatum,0.5619052131441141,-21.44,47.7,48,Leaf density
Chrysophyllum boivinianum,0.5735284954340616,-21.44,47.7,48,Leaf density
Cryptocarya ovalifolia,0.591846751542245,-21.44,47.7,48,Leaf density
Cryptocarya thouvenotii,0.7059752008173157,-21.44,47.7,48,Leaf density
Dalbergia baronii,0.4526052303511146,-21.44,47.7,48,Leaf density
Dichaetanthera oblongifolia,0.4274239611952746,-21.44,47.7,48,Leaf density
Dombeya antsianakensis,0.16208273048716262,-21.44,47.7,48,Leaf density
Ephippiandra madagascariensis,0.3386026010644082,-21.44,47.7,48,Leaf density
Erythroxylum sphaeranthum,0.31257741165471975,-21.44,47.7,48,Leaf density
Ficus botryoides,0.457867445456974,-21.44,47.7,48,Leaf density
Ficus pachyclada,0.47595671109646476,-21.44,47.7,48,Leaf density
Ficus rubra,0.01570551237301295,-21.44,47.7,48,Leaf density
Gaertnera phyllostachya,0.2862917482181635,-21.44,47.7,48,Leaf density
Garcinia aphanophlebia,0.5073664042759909,-21.44,47.7,48,Leaf density
Harungana madagascariensis,0.45101484214289894,-21.44,47.7,48,Leaf density
Ilex mitis,0.35908737935907137,-21.44,47.7,48,Leaf density
Macaranga myriolepida,0.45881273382,-21.44,47.7,48,Leaf density
Melanophylla crenata,0.24696275642,-21.44,47.7,48,Leaf density
Nuxia capitata,0.6088997421482656,-21.44,47.7,48,Leaf density
Ocotea auriculiformis,0.5867179343515851,-21.44,47.7,48,Leaf density
Ocotea racemosa,0.608380958352914,-21.44,47.7,48,Leaf density
Oncostemum botryoides,0.30474087921930226,-21.44,47.7,48,Leaf density
Petchia erythrocarpa,0.2588551663724952,-21.44,47.7,48,Leaf density
Pittosporum verticillatum,0.2750957693072739,-21.44,47.7,48,Leaf density
Plagioscyphus louvelii,0.37948092051789434,-21.44,47.7,48,Leaf density
Schefflera longipedicellata,0.5266249107883788,-21.44,47.7,48,Leaf density
Streblus dimepate,0.4146815999400993,-21.44,47.7,48,Leaf density
Tambourissa thouvenotii,0.2539185247629221,-21.44,47.7,48,Leaf density
Weinmannia bojeriana,0.5668545304957092,-21.44,47.7,48,Leaf density
Weinmannia rutenbergii,0.4734227262943845,-21.44,47.7,48,Leaf density
Allophylus cobbe,0.4659996578524409,-21.44,47.71,48,Leaf density
Brachylaena ramiflora,0.3352726727116609,-21.44,47.71,48,Leaf density
Calophyllum paniculatum,0.4067668166643879,-21.44,47.71,48,Leaf density
Ficus rubra,0.3247037698492014,-21.44,47.71,48,Leaf density
Gaertnera phyllostachya,0.41278984228703985,-21.44,47.71,48,Leaf density
Polyscias ornifolia,0.3418899662330505,-21.44,47.71,48,Leaf density
Razafimandimbisonia humblotii,0.5286923488421931,-21.44,47.71,48,Leaf density
Streblus dimepate,0.4559143194285781,-21.44,47.71,48,Leaf density
Ficus brachyclada,0.2867011292772258,-21.44,47.72,48,Leaf density
Labramia louvelii,0.38247626947559715,-21.44,47.72,48,Leaf density
Cryptocarya thouvenotii,0.09363772115881053,-21.43,47.66,48,Leaf density
